"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"146","CAE6956548.1","TRINITY_DN70377_c0_g1_i1",497,6.9e-272,947.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"147","CAE6957160.1","TRINITY_DN26489_c0_g1_i1",307,1.6e-85,327.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"148","CAE6957664.1","TRINITY_DN67446_c0_g1_i1",432,5.5e-232,814.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"149","CAE6958302.1","TRINITY_DN60602_c0_g1_i1",197,1.9e-100,376.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"150","CAE6959147.1","TRINITY_DN24368_c0_g1_i1",383,3.9e-171,612.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"151","CAE6959449.1","TRINITY_DN12266_c0_g1_i1",816,3e-272,948.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"152","CAE6961104.1","TRINITY_DN26651_c0_g1_i1",625,0,1334.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"153","CAE6961300.1","TRINITY_DN45594_c0_g1_i1",391,1.1e-216,763.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"154","CAE6961719.1","TRINITY_DN73187_c0_g1_i1",210,1.9e-117,433.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"155","CAE6961723.1","TRINITY_DN39233_c0_g2_i1",150,3.2e-80,308.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"156","CAE6962164.1","TRINITY_DN22204_c0_g1_i1",347,1e-191,680.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"157","CAE6962247.1","TRINITY_DN56931_c0_g1_i1",348,3.6e-125,459.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"158","CAE6962251.1","TRINITY_DN59602_c0_g1_i1",277,7.3e-154,554.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"159","CAE6962302.1","TRINITY_DN58979_c0_g1_i1",1334,0,2756.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"160","CAE6962729.1","TRINITY_DN51155_c0_g1_i1",208,4.7e-119,438.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"161","CAE6964346.1","TRINITY_DN70072_c0_g1_i1",739,0,1424.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"162","CAE6964454.1","TRINITY_DN72886_c0_g1_i1",286,4.1e-112,416,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"163","CAE6964933.1","TRINITY_DN13308_c0_g1_i1",69,3.3e-30,142.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"164","CAE6965888.1","TRINITY_DN31127_c0_g1_i2",129,3.8e-45,191.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"165","CAE6966097.1","TRINITY_DN36707_c0_g1_i1",130,1.7e-74,289.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"166","CAE6966698.1","TRINITY_DN11886_c0_g1_i1",823,0,1541.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"167","CAE6966741.1","TRINITY_DN57996_c0_g1_i1",177,4.2e-96,362.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"168","CAE6967037.1","TRINITY_DN47097_c0_g1_i1",784,0,1532.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"169","CAE6967533.1","TRINITY_DN11517_c0_g1_i3",541,6.8e-299,1036.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"170","CAE6967569.1","TRINITY_DN48520_c0_g1_i1",337,1.3e-194,689.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"171","CAE6967903.1","TRINITY_DN46326_c0_g1_i1",450,1.5e-233,819.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"172","CAE6968321.1","TRINITY_DN52076_c0_g1_i1",283,4.1e-141,511.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"173","CAE6968801.1","TRINITY_DN55157_c0_g1_i1",465,6.1e-246,860.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"174","CAE6968852.1","TRINITY_DN36159_c0_g1_i2",335,4.4e-186,661.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"175","CAE6968966.1","TRINITY_DN65948_c0_g1_i1",146,7.7e-72,282.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"176","CAE6969546.1","TRINITY_DN69831_c0_g1_i1",159,1.9e-81,312.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"177","CAE6969894.1","TRINITY_DN15334_c0_g1_i1",879,0,1578.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"178","CAE6969972.1","TRINITY_DN38707_c0_g1_i1",255,1.9e-124,456.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"179","CAE6969972.1","TRINITY_DN38707_c0_g2_i1",234,4e-122,448.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"180","CAE6970230.1","TRINITY_DN49029_c0_g1_i1",1077,0,1553.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"181","CAE6970525.1","TRINITY_DN39121_c0_g3_i1",120,2.5e-59,238.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"182","CAE6970648.1","TRINITY_DN72388_c0_g1_i1",156,4.5e-68,268.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"183","CAE6971048.1","TRINITY_DN64951_c0_g1_i1",412,2e-213,752.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"184","CAE6971179.1","TRINITY_DN53222_c0_g1_i1",574,1e-292,1016.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"185","CAE6971271.1","TRINITY_DN25628_c0_g1_i2",395,2e-230,808.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"186","CAE6971332.1","TRINITY_DN29011_c0_g1_i1",163,4.7e-85,324.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"187","CAE6971385.1","TRINITY_DN11145_c0_g1_i2",446,2.9e-218,768.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"188","CAE6971516.1","TRINITY_DN58796_c0_g1_i1",90,7e-47,197.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"189","CAE6971801.1","TRINITY_DN57692_c0_g1_i1",119,3.7e-47,198.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"190","CAE6971880.1","TRINITY_DN72499_c0_g1_i1",96,1.2e-36,164.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"191","CAE6972191.1","TRINITY_DN67636_c0_g1_i1",209,9.8e-109,404.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"192","CAE6972220.1","TRINITY_DN60791_c0_g1_i1",258,1.3e-142,517.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"193","CAE6972279.1","TRINITY_DN46928_c0_g1_i1",653,0,1109.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"194","CAE6972411.1","TRINITY_DN31527_c0_g1_i1",713,0,1334.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"195","CAE6972622.1","TRINITY_DN72899_c0_g1_i1",254,1.7e-135,493,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"196","CAE6972876.1","TRINITY_DN23413_c0_g1_i1",638,0,1273.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"197","CAE6973206.1","TRINITY_DN16197_c0_g1_i1",275,7.1e-127,464.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"198","CAE6973214.1","TRINITY_DN58696_c0_g1_i1",142,2.8e-66,262.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"199","CAE6973238.1","TRINITY_DN16145_c0_g1_i1",142,2.1e-42,183,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"200","CAE6973477.1","TRINITY_DN37639_c0_g5_i1",557,2.1e-250,875.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"201","CAE7018113.1","TRINITY_DN49262_c0_g1_i1",523,0,1079.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"202","CAE7018127.1","TRINITY_DN45724_c0_g1_i1",715,0,1351.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"203","CAE7019344.1","TRINITY_DN67035_c0_g1_i1",164,1.1e-92,350.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"204","CAE7020409.1","TRINITY_DN28328_c0_g2_i1",127,1.5e-62,250,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"205","CAE7021622.1","TRINITY_DN35529_c0_g1_i1",557,0,1134.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"206","CAE7021790.1","TRINITY_DN41531_c0_g1_i1",216,2.5e-102,382.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"207","CAE7022536.1","TRINITY_DN54945_c0_g1_i1",178,1.5e-85,327,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"208","CAE7022560.1","TRINITY_DN18734_c0_g1_i1",1032,0,1127.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"209","CAE7024346.1","TRINITY_DN65435_c0_g1_i1",142,2.4e-73,286.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"210","CAE7024400.1","TRINITY_DN47979_c0_g1_i1",210,4.5e-108,402.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"211","CAE7024535.1","TRINITY_DN65024_c0_g1_i1",549,1.2e-287,999.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"212","CAE7025703.1","TRINITY_DN17674_c0_g3_i1",1572,0,2950.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"213","CAE7026365.1","TRINITY_DN62753_c0_g1_i1",529,2.1e-278,968.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"214","CAE7026814.1","TRINITY_DN60274_c0_g1_i1",354,3.4e-201,711.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"215","CAE7027570.1","TRINITY_DN70451_c0_g1_i1",313,1.8e-171,612.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"216","CAE7027763.1","TRINITY_DN66187_c0_g1_i1",83,1.1e-20,111.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"217","CAE7027850.1","TRINITY_DN53716_c0_g1_i1",190,3.8e-101,378.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"218","CAE7028075.1","TRINITY_DN16071_c0_g1_i1",490,4.3e-250,874.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"219","CAE7028230.1","TRINITY_DN55779_c0_g1_i1",351,1.3e-124,457.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"220","CAE7028342.1","TRINITY_DN24736_c0_g1_i1",286,1.7e-37,167.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"221","CAE7028527.1","TRINITY_DN53958_c0_g1_i1",771,0,1385.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"222","CAE7028536.1","TRINITY_DN50464_c0_g1_i1",283,6.8e-100,375.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"223","CAE7028553.1","TRINITY_DN60682_c0_g1_i1",493,8.8e-266,926.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"224","CAE7028627.1","TRINITY_DN17313_c0_g1_i1",1406,0,2478,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"225","CAE7028719.1","TRINITY_DN11689_c0_g1_i1",151,1.8e-79,306.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"226","CAE7029337.1","TRINITY_DN60493_c0_g1_i1",513,4.9e-252,881.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"227","CAE7029356.1","TRINITY_DN38707_c0_g3_i1",304,1.5e-85,327.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"228","CAE7029471.1","TRINITY_DN40384_c0_g1_i1",205,2.9e-77,300.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"229","CAE7029512.1","TRINITY_DN56398_c0_g1_i1",236,3.4e-81,312.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"230","CAE7029576.1","TRINITY_DN70607_c0_g1_i1",755,0,1414.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"231","CAE7029632.1","TRINITY_DN33566_c0_g1_i1",720,0,1454.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"232","CAE7029944.1","TRINITY_DN21078_c0_g1_i1",132,3.4e-30,142.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"233","CAE7030118.1","TRINITY_DN34806_c0_g1_i1",114,3.3e-45,191.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"234","CAE7030157.1","TRINITY_DN66927_c0_g1_i1",498,1.1e-225,793.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"235","CAE7030595.1","TRINITY_DN65767_c0_g1_i1",240,5.8e-83,318.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"236","CAE7030831.1","TRINITY_DN18942_c0_g1_i1",337,8.4e-167,597.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"237","CAE7031475.1","TRINITY_DN63410_c0_g1_i1",220,2.3e-14,90.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"238","CAE7031613.1","TRINITY_DN24047_c0_g1_i1",131,4.4e-63,251.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"239","CAE7031848.1","TRINITY_DN33548_c0_g1_i1",413,2.9e-204,722.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"240","CAE7031992.1","TRINITY_DN58537_c0_g1_i1",317,1.6e-172,616.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"241","CAE7032013.1","TRINITY_DN60893_c0_g1_i1",260,1e-99,374.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"242","CAE7032163.1","TRINITY_DN28108_c0_g2_i1",680,0,1395.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"243","CAE7032480.1","TRINITY_DN20460_c0_g1_i1",225,2.6e-119,439.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"244","CAE7032572.1","TRINITY_DN24680_c0_g1_i2",135,1.5e-68,270,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"245","CAE7032960.1","TRINITY_DN69010_c0_g1_i1",153,3e-78,302.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"246","CAE7032966.1","TRINITY_DN62053_c0_g1_i1",141,6.8e-59,238,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"247","CAE7033497.1","TRINITY_DN71874_c0_g1_i1",149,5.3e-82,315.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"248","CAE7033625.1","TRINITY_DN66642_c0_g1_i1",171,1.2e-78,304.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"249","CAE7033894.1","TRINITY_DN47473_c0_g1_i1",359,3.4e-188,668.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"250","CAE7034525.1","TRINITY_DN37763_c0_g1_i1",198,1e-85,327,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"251","CAE7034687.1","TRINITY_DN70675_c0_g1_i1",193,9.9e-97,364,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"252","CAE7035031.1","TRINITY_DN43809_c0_g2_i1",349,1.2e-81,314.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"253","CAE7035854.1","TRINITY_DN35301_c0_g1_i2",353,1.5e-189,672.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"254","CAE7036257.1","TRINITY_DN62919_c0_g1_i1",128,2e-64,256.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"255","CAE7036627.1","TRINITY_DN47504_c0_g1_i1",125,2.3e-48,203,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"256","CAE7036987.1","TRINITY_DN22785_c0_g1_i1",425,1.9e-237,832.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"257","CAE7037019.1","TRINITY_DN71630_c0_g1_i1",559,0,1103.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"258","CAE7037080.1","TRINITY_DN22769_c0_g2_i1",303,1.1e-161,580.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"259","CAE7037401.1","TRINITY_DN46999_c0_g1_i1",332,2.3e-172,615.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"260","CAE7037521.1","TRINITY_DN72037_c0_g1_i1",837,0,1661,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"261","CAE7037533.1","TRINITY_DN50958_c0_g1_i1",213,6e-94,355.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"262","CAE7038454.1","TRINITY_DN58190_c0_g1_i1",287,9.5e-146,527.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"263","CAE7038727.1","TRINITY_DN24877_c0_g1_i1",483,3.1e-264,921.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"264","CAE7039287.1","TRINITY_DN38061_c0_g1_i1",163,2e-52,216.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"265","CAE7039429.1","TRINITY_DN14794_c0_g1_i1",585,4.2e-291,1011.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"266","CAE7039478.1","TRINITY_DN25026_c0_g1_i1",268,2.3e-75,293.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"267","CAE7039495.1","TRINITY_DN19986_c0_g1_i1",56,1.1e-07,67.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"268","CAE7039495.1","TRINITY_DN19986_c0_g2_i1",149,6e-55,224.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"269","CAE7039495.1","TRINITY_DN61184_c0_g1_i1",121,1.3e-39,173.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"270","CAE7039505.1","TRINITY_DN60596_c0_g1_i1",503,1.2e-276,963,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"271","CAE7040076.1","TRINITY_DN54494_c0_g1_i1",497,1.8e-274,955.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"272","CAE7040096.1","TRINITY_DN51725_c0_g1_i1",283,2.7e-154,555.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"273","CAE7040137.1","TRINITY_DN47828_c0_g1_i1",233,1.8e-118,436.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"274","CAE7040301.1","TRINITY_DN48711_c0_g1_i1",698,0,1396.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"275","CAE7040548.1","TRINITY_DN17510_c0_g1_i1",169,3.3e-94,355.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"276","CAE7040670.1","TRINITY_DN55071_c0_g1_i1",219,1.7e-119,439.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"277","CAE7040962.1","TRINITY_DN70007_c0_g1_i1",93,1.7e-46,196.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"278","CAE7041070.1","TRINITY_DN58411_c0_g1_i1",255,4.1e-143,518.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"279","CAE7041382.1","TRINITY_DN49039_c0_g1_i1",366,2.3e-175,625.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"280","CAE7041504.1","TRINITY_DN27155_c0_g1_i1",1269,0,2218.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"281","CAE7041721.1","TRINITY_DN53375_c0_g1_i1",671,0,1321.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"282","CAE7042099.1","TRINITY_DN33653_c0_g1_i1",136,4.7e-57,231.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"283","CAE7042197.1","TRINITY_DN59046_c0_g1_i1",315,1.8e-169,606.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"284","CAE7042254.1","TRINITY_DN52976_c0_g1_i1",148,6.4e-66,261.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"285","CAE7150549.1","TRINITY_DN54514_c0_g1_i1",75,2.5e-32,149.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"286","CAE7150641.1","TRINITY_DN68601_c0_g1_i1",110,1.5e-52,217.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"287","CAE7152955.1","TRINITY_DN49293_c0_g1_i1",276,2.2e-157,565.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"288","CAE7153701.1","TRINITY_DN66304_c0_g1_i1",1080,0,2149,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"289","CAE7154658.1","TRINITY_DN71724_c0_g1_i1",233,9.9e-105,391,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"290","CAE7155098.1","TRINITY_DN68401_c0_g1_i1",239,6.2e-117,431.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"291","CAE7161649.1","TRINITY_DN11730_c0_g1_i1",593,0,1105.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"292","CAE7162369.1","TRINITY_DN49417_c0_g1_i1",465,1.2e-274,956.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"293","CAE7167735.1","TRINITY_DN68595_c0_g1_i1",472,5.6e-271,944.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"294","CAE7168240.1","TRINITY_DN52422_c0_g1_i1",407,3.9e-222,781.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"295","CAE7169235.1","TRINITY_DN29849_c0_g1_i2",730,0,1377.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"296","CAE7169244.1","TRINITY_DN70210_c0_g1_i1",1099,0,2179.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"297","CAE7169353.1","TRINITY_DN56921_c0_g1_i1",199,1.9e-97,366.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"298","CAE7169914.1","TRINITY_DN64590_c0_g1_i1",732,0,1109,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"299","CAE7170394.1","TRINITY_DN72974_c0_g1_i1",175,1.9e-91,348.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"300","CAE7170400.1","TRINITY_DN38672_c0_g1_i1",278,1.1e-84,324.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"301","CAE7171389.1","TRINITY_DN56509_c0_g1_i1",387,5.2e-187,664.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"302","CAE7171617.1","TRINITY_DN73183_c0_g1_i1",436,4.2e-257,897.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"303","CAE7173004.1","TRINITY_DN29876_c0_g1_i1",300,2e-166,595.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"304","CAE7173010.1","TRINITY_DN22357_c0_g1_i2",1027,0,2026.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"305","CAE7173429.1","TRINITY_DN25481_c0_g1_i1",1401,0,2205.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"306","CAE7173768.1","TRINITY_DN67698_c0_g1_i1",459,6.3e-269,937.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"307","CAE7174063.1","TRINITY_DN73154_c0_g1_i1",428,8.2e-248,867.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"308","CAE7176042.1","TRINITY_DN49899_c0_g1_i1",250,2.6e-126,462.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"309","CAE7176727.1","TRINITY_DN40781_c0_g10_i1",463,2.7e-123,453.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"310","CAE7176811.1","TRINITY_DN34844_c0_g1_i1",315,6.2e-177,630.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"311","CAE7176822.1","TRINITY_DN49156_c0_g1_i1",330,8.1e-174,620.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"312","CAE7176822.1","TRINITY_DN60871_c0_g1_i1",432,1.6e-250,875.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"313","CAE7177412.1","TRINITY_DN53024_c0_g1_i1",126,8.8e-69,270.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"314","CAE7178896.1","TRINITY_DN19606_c0_g1_i1",294,1.3e-176,630.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"315","CAE7179912.1","TRINITY_DN63062_c0_g1_i1",221,2.4e-121,446,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"316","CAE7180170.1","TRINITY_DN68885_c0_g1_i1",307,4.7e-175,625.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"317","CAE7181266.1","TRINITY_DN30724_c0_g3_i1",70,1.2e-10,77,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"318","CAE7182171.1","TRINITY_DN27760_c0_g1_i1",794,0,1583.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"319","CAE7182572.1","TRINITY_DN12516_c1_g2_i1",146,6e-72,282.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"320","CAE7183894.1","TRINITY_DN43584_c0_g2_i1",461,8.4e-258,900.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"321","CAE7184041.1","TRINITY_DN60010_c0_g1_i1",338,1.4e-185,659.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
