"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes"
"82","catalytic activity","GO:0003824","GO:0016491",0.00730455957372166,0.997262584066425,12,534,"oxidoreductase activity","MF",1,"Pver_g216, Pver_g217, Pver_g218, Pver_g219, Pver_g233, Pver_g501, Pver_g741, Pver_g1041, Pver_g1058, Pver_g1091, Pver_g1258, Pver_g1470, Pver_g1668, Pver_g1669, Pver_g1919, Pver_g2050, Pver_g2078, Pver_g2284, Pver_g2377, Pver_g2708, Pver_g2863, Pver_g2953, Pver_g3286, Pver_g3335, Pver_g3679, Pver_g4017, Pver_g4018, Pver_g4082, Pver_g4130, Pver_g4131, Pver_g4188, Pver_g4282, Pver_g4396, Pver_g4460, Pver_g4586, Pver_g4588, Pver_g5110, Pver_g5434, Pver_g5518, Pver_g5679, Pver_g5696, Pver_g5772, Pver_g5885, Pver_g5973, Pver_g6017, Pver_g6312, Pver_g6377, Pver_g6716, Pver_g6735, Pver_g7043, Pver_g7060, Pver_g7297, Pver_g7421, Pver_g7518, Pver_g7523, Pver_g7555, Pver_g7634, Pver_g7635, Pver_g7856, Pver_g8357, Pver_g8397, Pver_g8461, Pver_g8659, Pver_g8749, Pver_g8800, Pver_g8801, Pver_g8811, Pver_g9000, Pver_g9232, Pver_g9264, Pver_g9265, Pver_g9621, Pver_g9660, Pver_g9661, Pver_g9664, Pver_g9790, Pver_g10257, Pver_g10258, Pver_g10581, Pver_g10582, Pver_g10906, Pver_g10907, Pver_g10914, Pver_g10970, Pver_g11022, Pver_g11547, Pver_g12064, Pver_g12089, Pver_g12174, Pver_g12180, Pver_g12275, Pver_g12276, Pver_g12277, Pver_g12278, Pver_g12288, Pver_g12312, Pver_g12556, Pver_g13043, Pver_g13087, Pver_g13088, Pver_g13092, Pver_g13114, Pver_g13299, Pver_g13375, Pver_g13399, Pver_g13462, Pver_g13584, Pver_g13886, Pver_g14562, Pver_g14798, Pver_g15078, Pver_g15079, Pver_g15455, Pver_g15545, Pver_g15709, Pver_g15821, Pver_g16023, Pver_g16308, Pver_g16509, Pver_g16673, Pver_g17321, Pver_g17475, Pver_g17640, Pver_g17641, Pver_g17806, Pver_g18100, Pver_g18192, Pver_g18193, Pver_g18228, Pver_g18379, Pver_g18811, Pver_g18859, Pver_g19092, Pver_g19469, Pver_g20296, Pver_g21021, Pver_g21580, Pver_g22734, Pver_g23440, Pver_g23532, Pver_g23711, Pver_g23840, Pver_g23889, Pver_g24065, Pver_g24418, Pver_g24428, Pver_g24436, Pver_g24484, Pver_g24570, Pver_g24631, Pver_g24763, Pver_g24782, Pver_g25013, Pver_g25193, Pver_g25252, Pver_g25273, Pver_g25390, Pver_g25392, Pver_g25469, Pver_g25980, Pver_g25983, Pver_g26037, Pver_g26231, Pver_novel_model_70_5de57afd, Pver_novel_model_440_5de57afd, Pver_g160, Pver_g225, Pver_g264, Pver_g283, Pver_g291, Pver_g502, Pver_g564, Pver_g652, Pver_g702, Pver_g738, Pver_g751, Pver_g773, Pver_g875, Pver_g996, Pver_g1020, Pver_g1048, Pver_g1062, Pver_g1145, Pver_g1243, Pver_g1341, Pver_g1343, Pver_g1349, Pver_g1398, Pver_g1400, Pver_g1528, Pver_g1586, Pver_g1682, Pver_g1713, Pver_g1862, Pver_g1871, Pver_g1953, Pver_g2042, Pver_g2100, Pver_g2101, Pver_g2220, Pver_g2509, Pver_g2558, Pver_g2559, Pver_g2560, Pver_g2584, Pver_g2828, Pver_g2829, Pver_g2858, Pver_g2860, Pver_g2869, Pver_g2870, Pver_g3036, Pver_g3047, Pver_g3158, Pver_g3341, Pver_g3343, Pver_g3360, Pver_g3361, Pver_g3378, Pver_g3411, Pver_g3417, Pver_g3431, Pver_g3491, Pver_g3716, Pver_g3836, Pver_g4241, Pver_g4246, Pver_g4248, Pver_g4380, Pver_g4442, Pver_g4563, Pver_g4701, Pver_g4709, Pver_g5020, Pver_g5028, Pver_g5149, Pver_g5253, Pver_g5410, Pver_g5438, Pver_g5482, Pver_g5542, Pver_g5775, Pver_g5907, Pver_g5971, Pver_g5972, Pver_g5996, Pver_g6225, Pver_g6636, Pver_g6692, Pver_g6742, Pver_g6753, Pver_g6756, Pver_g6776, Pver_g6890, Pver_g6937, Pver_g7077, Pver_g7102, Pver_g7160, Pver_g7230, Pver_g7247, Pver_g7282, Pver_g7403, Pver_g7404, Pver_g7580, Pver_g7625, Pver_g7714, Pver_g7940, Pver_g7944, Pver_g8077, Pver_g8083, Pver_g8085, Pver_g8109, Pver_g8158, Pver_g8190, Pver_g8196, Pver_g8271, Pver_g8306, Pver_g8650, Pver_g8684, Pver_g8799, Pver_g8875, Pver_g9029, Pver_g9041, Pver_g9087, Pver_g9521, Pver_g9522, Pver_g9538, Pver_g9617, Pver_g9618, Pver_g9658, Pver_g9684, Pver_g9746, Pver_g9805, Pver_g9815, Pver_g9816, Pver_g9817, Pver_g9818, Pver_g9860, Pver_g9866, Pver_g9867, Pver_g9893, Pver_g9950, Pver_g9951, Pver_g9991, Pver_g10026, Pver_g10107, Pver_g10149, Pver_g10615, Pver_g10616, Pver_g10723, Pver_g10829, Pver_g10869, Pver_g10927, Pver_g10948, Pver_g11088, Pver_g11099, Pver_g11274, Pver_g11345, Pver_g11459, Pver_g11472, Pver_g11487, Pver_g11531, Pver_g11660, Pver_g11661, Pver_g11722, Pver_g11723, Pver_g12029, Pver_g12108, Pver_g12133, Pver_g12155, Pver_g12168, Pver_g12169, Pver_g12243, Pver_g12289, Pver_g12307, Pver_g12311, Pver_g12322, Pver_g12378, Pver_g12417, Pver_g12778, Pver_g12781, Pver_g12819, Pver_g12903, Pver_g13037, Pver_g13139, Pver_g13195, Pver_g13197, Pver_g13544, Pver_g13587, Pver_g13588, Pver_g13746, Pver_g13791, Pver_g13888, Pver_g14074, Pver_g14097, Pver_g14145, Pver_g14375, Pver_g14378, Pver_g14399, Pver_g14479, Pver_g14480, Pver_g14928, Pver_g14933, Pver_g14982, Pver_g15015, Pver_g15021, Pver_g15141, Pver_g15213, Pver_g15225, Pver_g15397, Pver_g15399, Pver_g15554, Pver_g15556, Pver_g15557, Pver_g15563, Pver_g15565, Pver_g15598, Pver_g15639, Pver_g15724, Pver_g15909, Pver_g16301, Pver_g16322, Pver_g16323, Pver_g16365, Pver_g16453, Pver_g16626, Pver_g16628, Pver_g17135, Pver_g17539, Pver_g17565, Pver_g17642, Pver_g17863, Pver_g18144, Pver_g18163, Pver_g18164, Pver_g18249, Pver_g18313, Pver_g18319, Pver_g18532, Pver_g18540, Pver_g18640, Pver_g18793, Pver_g18934, Pver_g19142, Pver_g19191, Pver_g19310, Pver_g19317, Pver_g19329, Pver_g20093, Pver_g20284, Pver_g20355, Pver_g20538, Pver_g20630, Pver_g20669, Pver_g20760, Pver_g20798, Pver_g20812, Pver_g21037, Pver_g21495, Pver_g22805, Pver_g22815, Pver_g22867, Pver_g22988, Pver_g23262, Pver_g23265, Pver_g23293, Pver_g23294, Pver_g23295, Pver_g23296, Pver_g23501, Pver_g23515, Pver_g23517, Pver_g23541, Pver_g23542, Pver_g23559, Pver_g23583, Pver_g23609, Pver_g23613, Pver_g23642, Pver_g23645, Pver_g23647, Pver_g23778, Pver_g23821, Pver_g23841, Pver_g23869, Pver_g23871, Pver_g23908, Pver_g24032, Pver_g24136, Pver_g24150, Pver_g24153, Pver_g24177, Pver_g24226, Pver_g24252, Pver_g24359, Pver_g24360, Pver_g24385, Pver_g24412, Pver_g24513, Pver_g24561, Pver_g24575, Pver_g24583, Pver_g24606, Pver_g24659, Pver_g24663, Pver_g24710, Pver_g24778, Pver_g24832, Pver_g24854, Pver_g24916, Pver_g24946, Pver_g24959, Pver_g24986, Pver_g24989, Pver_g24990, Pver_g24992, Pver_g25030, Pver_g25060, Pver_g25179, Pver_g25184, Pver_g25307, Pver_g25313, Pver_g25328, Pver_g25406, Pver_g25650, Pver_g25701, Pver_g25791, Pver_g25851, Pver_g25943, Pver_g25971, Pver_g26012, Pver_g26068, Pver_g26075, Pver_g26149, Pver_g26224, Pver_g26360, Pver_g26406, Pver_g26447, Pver_g26557, Pver_g26660, Pver_novel_model_270_5de57afd, Pver_novel_model_373_5de57afd, Pver_novel_model_669_5de57afd, Pver_g25, Pver_g7241, Pver_g9898, Pver_g11139, Pver_g16761, Pver_g18898, Pver_g20487, Pver_g23584, Pver_g23639, Pver_g23816, Pver_g24280, Pver_g25411, Pver_g984, Pver_g985, Pver_g1287, Pver_g1715, Pver_g5430, Pver_g7405, Pver_g8235, Pver_g8284, Pver_g8980, Pver_g9523, Pver_g9745, Pver_g10560, Pver_g11247, Pver_g11835, Pver_g12791, Pver_g19964, Pver_g20292, Pver_g20783, Pver_g20943, Pver_g21036, Pver_g22145, Pver_g22190, Pver_g24030, Pver_g25527"
"83","catalytic activity","GO:0003824","GO:0016671",0.0499604316039794,0.998984999272324,1,5,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF",1,"Pver_g22, Pver_g9637, Pver_g24018, Pver_g5518, Pver_g6370"
"84","catalytic activity","GO:0003824","GO:0016705",0.0332056879807899,0.992612465983221,4,119,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF",1,"Pver_g26, Pver_g507, Pver_g2878, Pver_g3639, Pver_g3872, Pver_g4163, Pver_g5770, Pver_g5774, Pver_g6769, Pver_g8974, Pver_g9203, Pver_g10021, Pver_g10024, Pver_g10125, Pver_g10126, Pver_g10127, Pver_g11004, Pver_g11178, Pver_g11179, Pver_g11361, Pver_g12312, Pver_g12515, Pver_g13895, Pver_g16049, Pver_g16050, Pver_g16664, Pver_g16665, Pver_g16761, Pver_g17806, Pver_g22975, Pver_g23584, Pver_g25523, Pver_g25985, Pver_g26491, Pver_g26492, Pver_g26534, Pver_g26687, Pver_g21, Pver_g23, Pver_g24, Pver_g25, Pver_g27, Pver_g508, Pver_g1099, Pver_g1877, Pver_g2683, Pver_g3638, Pver_g3640, Pver_g3641, Pver_g4231, Pver_g4630, Pver_g4631, Pver_g4632, Pver_g5027, Pver_g5068, Pver_g5486, Pver_g5502, Pver_g5576, Pver_g5661, Pver_g5679, Pver_g5771, Pver_g5772, Pver_g6214, Pver_g6596, Pver_g6767, Pver_g7078, Pver_g7232, Pver_g7369, Pver_g7370, Pver_g7371, Pver_g7372, Pver_g7374, Pver_g7376, Pver_g7889, Pver_g9488, Pver_g9489, Pver_g9614, Pver_g9733, Pver_g10671, Pver_g10672, Pver_g10691, Pver_g10692, Pver_g11005, Pver_g11670, Pver_g12036, Pver_g12037, Pver_g13154, Pver_g13375, Pver_g13462, Pver_g13618, Pver_g13619, Pver_g13896, Pver_g14135, Pver_g14434, Pver_g14456, Pver_g14457, Pver_g14732, Pver_g15430, Pver_g15804, Pver_g16147, Pver_g16567, Pver_g17952, Pver_g19430, Pver_g19937, Pver_g20107, Pver_g21348, Pver_g23391, Pver_g23906, Pver_g25760, Pver_g25924, Pver_g25983, Pver_g26544, Pver_novel_model_50_5de57afd, Pver_g9109, Pver_g11247, Pver_g11835, Pver_g20943, Pver_g22145, Pver_g22190, Pver_g24030"
"85","catalytic activity","GO:0003824","GO:0016799",0.00634155867610618,0.999787116123065,2,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1,"Pver_g3290, Pver_g10556, Pver_g11135, Pver_g13222, Pver_g13770, Pver_g16367, Pver_g18888, Pver_g19771, Pver_g23166, Pver_g23722, Pver_g25262, Pver_g4546"
"86","catalytic activity","GO:0003824","GO:0016803",0.0155299883739537,0.99993946982038,1,2,"ether hydrolase activity","MF",1,"Pver_g11765, Pver_g11766"
"87","catalytic activity","GO:0003824","GO:0016836",0.00864431066535704,0.999652010566322,2,14,"hydro-lyase activity","MF",1,"Pver_g1325, Pver_g5371, Pver_g7967, Pver_g8578, Pver_g9385, Pver_g12745, Pver_g13520, Pver_g14125, Pver_g14126, Pver_g14127, Pver_g18540, Pver_g23120, Pver_g25125, Pver_g25247"
"88","catalytic activity","GO:0003824","GO:0033743",0.0348591709280729,0.99953935950109,1,4,"peptide-methionine (R)-S-oxide reductase activity","MF",1,"Pver_g6370, Pver_g12425, Pver_g5518, Pver_g24018"
"89","catalytic activity","GO:0003824","GO:0034038",0.0114522561007073,1,1,1,"deoxyhypusine synthase activity","MF",1,"Pver_g15382"
"90","catalytic activity","GO:0003824","GO:0052745",0.0417818619656159,0.999336262357915,1,4,"inositol phosphate phosphatase activity","MF",1,"Pver_g8329, Pver_g10505, Pver_g13446, Pver_g1851"
"91","catalytic activity","GO:0003824","GO:0070224",0.000129906505071814,1,2,2,"sulfide:quinone oxidoreductase activity","MF",0.569207318775199,"Pver_g1842, Pver_g26406"
"92","catalytic activity","GO:0003824","GO:0070733",0.0487701861333068,0.999033264275471,1,5,"protein adenylyltransferase activity","MF",1,"Pver_g774, Pver_g4700, Pver_g14851, Pver_g24637, Pver_g25690"
"93","catalytic activity","GO:0003824","GO:0080103",0.00972283023682355,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF",1,"Pver_g18067"
"94","catalytic activity","GO:0003824","GO:0080107",0.00972283023682355,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF",1,"Pver_g18067"
"95","cell differentiation","GO:0030154","GO:0010744",0.000807616384867207,0.999992685609585,2,5,"positive regulation of macrophage derived foam cell differentiation","BP",1,"Pver_g1039, Pver_g1126, Pver_g7083, Pver_g16615, Pver_g16616"
"96","cell motility","GO:0048870","GO:0035701",0.0448385143624015,0.999234586276348,1,4,"hematopoietic stem cell migration","BP",1,"Pver_g5053, Pver_g6262, Pver_g6264, Pver_g6266"
"97","cell motility","GO:0048870","GO:1902766",0.0329445153862531,0.999634244780191,1,3,"skeletal muscle satellite cell migration","BP",1,"Pver_g15654, Pver_g15655, Pver_g15656, Pver_novel_model_601_5de57afd"
"98","cellular amino acid metabolic process","GO:0006520","GO:0006431",0.0381900266846582,0.999446332318814,1,4,"methionyl-tRNA aminoacylation","BP",1,"Pver_g12577, Pver_g14740, Pver_g25471, Pver_g23926"
"99","cellular amino acid metabolic process","GO:0006520","GO:0006562",0.0359744275442433,0.99956326878349,1,3,"proline catabolic process","BP",1,"Pver_g8101, Pver_g9991, Pver_g15293"
"100","cellular amino acid metabolic process","GO:0006520","GO:0006592",0.012138258484023,1,1,1,"ornithine biosynthetic process","BP",1,"Pver_g26149"
"101","cellular amino acid metabolic process","GO:0006520","GO:0009072",0.0046909121928866,0.99986931050295,2,10,"aromatic amino acid family metabolic process","BP",1,"Pver_g11125, Pver_g11126, Pver_g3329, Pver_g9166, Pver_g13774, Pver_g14239, Pver_g16205, Pver_g22743, Pver_g23616, Pver_g24887"
"102","cellular amino acid metabolic process","GO:0006520","GO:0009087",0.0213449709714004,0.999885315082332,1,2,"methionine catabolic process","BP",1,"Pver_g14739, Pver_g18546"
"103","cellular amino acid metabolic process","GO:0006520","GO:0019240",0.0354588380983746,0.999575797827232,1,3,"citrulline biosynthetic process","BP",1,"Pver_g5891, Pver_g17660, Pver_g26149"
"104","cellular amino acid metabolic process","GO:0006520","GO:0019470",0.0359744390985554,0.999563268500638,1,3,"4-hydroxyproline catabolic process","BP",1,"Pver_g7979, Pver_g8101, Pver_g9991"
"105","cellular modified amino acid metabolic process","GO:0006575","GO:0042403",0.0391830446444601,0.996263663274581,2,30,"thyroid hormone metabolic process","BP",1,"Pver_g249, Pver_g416, Pver_g1508, Pver_g1510, Pver_g2235, Pver_g2236, Pver_g3113, Pver_g3336, Pver_g3532, Pver_g3652, Pver_g4714, Pver_g5935, Pver_g5937, Pver_g6303, Pver_g6362, Pver_g7634, Pver_g7635, Pver_g7637, Pver_g8192, Pver_g8446, Pver_g8844, Pver_g10615, Pver_g10616, Pver_g11236, Pver_g14107, Pver_g14920, Pver_g16177, Pver_g17733, Pver_g23127, Pver_g23132"
"106","cytoskeleton organization","GO:0007010","GO:0044396",0.0181318186509943,0.999917379675855,1,2,"actin cortical patch organization","BP",1,"Pver_g9571, Pver_g22883"
"107","detoxification","GO:0098754","GO:0098849",0.00091051056071883,0.999991236657742,2,5,"cellular detoxification of cadmium ion","BP",1,"Pver_g1842, Pver_g5894, Pver_g5895, Pver_g9881, Pver_g26406"
"108","extracellular region","GO:0005576","GO:0005602",0.0101279921056975,1,1,1,"complement component C1 complex","CC",1,"Pver_g16616"
"109","extracellular region","GO:0005576","GO:0034362",7.74198850592343e-05,1,2,2,"low-density lipoprotein particle","CC",0.569207318775199,"Pver_g16615, Pver_g16616"
"110","immune system process","GO:0002376","GO:0002412",0.0430988139913493,0.999215806347025,1,6,"antigen transcytosis by M cells in mucosal-associated lymphoid tissue","BP",1,"Pver_g2, Pver_g18957, Pver_g21626, Pver_g21702, Pver_g23072, Pver_g23334"
"111","immune system process","GO:0002376","GO:0002523",0.0355032216797281,0.999574726576715,1,3,"leukocyte migration involved in inflammatory response","BP",1,"Pver_g4016, Pver_g16275, Pver_g18165"
"112","immune system process","GO:0002376","GO:0002688",0.012128095928235,1,1,1,"regulation of leukocyte chemotaxis","BP",1,"Pver_g6684"
"113","immune system process","GO:0002376","GO:0006955",0.013549620586844,0.997077353240226,5,136,"immune response","BP",1,"Pver_g3, Pver_g288, Pver_g421, Pver_g462, Pver_g482, Pver_g718, Pver_g1032, Pver_g1288, Pver_g1779, Pver_g1963, Pver_g2097, Pver_g2143, Pver_g2145, Pver_g2200, Pver_g2373, Pver_g2533, Pver_g2534, Pver_g2536, Pver_g2563, Pver_g2700, Pver_g3181, Pver_g3510, Pver_g4337, Pver_g4594, Pver_g4668, Pver_g4695, Pver_g5380, Pver_g5410, Pver_g5657, Pver_g5828, Pver_g6684, Pver_g6688, Pver_g6870, Pver_g7768, Pver_g7854, Pver_g8245, Pver_g8630, Pver_g8890, Pver_g9169, Pver_g9755, Pver_g11093, Pver_g11570, Pver_g11699, Pver_g12246, Pver_g12301, Pver_g12600, Pver_g12855, Pver_g14164, Pver_g14675, Pver_g14683, Pver_g14891, Pver_g15081, Pver_g15092, Pver_g15122, Pver_g15162, Pver_g15188, Pver_g15206, Pver_g15210, Pver_g15219, Pver_g15523, Pver_g15839, Pver_g15876, Pver_g15878, Pver_g16001, Pver_g16398, Pver_g16460, Pver_g16616, Pver_g16779, Pver_g17005, Pver_g17145, Pver_g17395, Pver_g17607, Pver_g17932, Pver_g18429, Pver_g18784, Pver_g18808, Pver_g19030, Pver_g19393, Pver_g19433, Pver_g19718, Pver_g19935, Pver_g20106, Pver_g20130, Pver_g20408, Pver_g20485, Pver_g20703, Pver_g21193, Pver_g21336, Pver_g21989, Pver_g23461, Pver_g23563, Pver_g23588, Pver_g24398, Pver_g25716, Pver_g26288, Pver_g26408, Pver_g26613, Pver_g26647, Pver_g26656, Pver_g26698, Pver_novel_model_225_5de57afd, Pver_g926, Pver_g1689, Pver_g1958, Pver_g1960, Pver_g1961, Pver_g1962, Pver_g1964, Pver_g9793, Pver_g9794, Pver_g9796, Pver_g9797, Pver_g9798, Pver_g10636, Pver_g11333, Pver_g13222, Pver_g13223, Pver_g13224, Pver_g13686, Pver_g13768, Pver_g13770, Pver_g14761, Pver_g15928, Pver_g16729, Pver_g17594, Pver_g17595, Pver_g18427, Pver_g18888, Pver_g23166, Pver_g23462, Pver_g1959, Pver_g11247, Pver_g11835, Pver_g20943, Pver_g22145, Pver_g22190, Pver_g24030"
"114","immune system process","GO:0002376","GO:0006958",0.0356517076769704,0.999518011847614,1,4,"complement activation, classical pathway","BP",1,"Pver_g2705, Pver_g16616, Pver_g18155, Pver_g19525"
"115","immune system process","GO:0002376","GO:0009682",0.012138258484023,1,1,1,"induced systemic resistance","BP",1,"Pver_g17677"
"116","immune system process","GO:0002376","GO:0030595",0.0339391405150408,0.999563526017343,1,4,"leukocyte chemotaxis","BP",1,"Pver_g5006, Pver_g11625, Pver_g11737, Pver_g21277, Pver_novel_model_409_5de57afd"
"117","immune system process","GO:0002376","GO:0033003",0.0449213475882367,0.999181138636071,1,5,"regulation of mast cell activation","BP",1,"Pver_g1925, Pver_g1965, Pver_g20488, Pver_g25577, Pver_g26545"
"118","immune system process","GO:0002376","GO:0042110",0.038860439289548,0.993312486924967,3,79,"T cell activation","BP",1,"Pver_g1370, Pver_g1539, Pver_g1776, Pver_g2747, Pver_g5481, Pver_g5909, Pver_g5934, Pver_g5936, Pver_g6248, Pver_g7332, Pver_g7387, Pver_g7486, Pver_g8275, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g10197, Pver_g10364, Pver_g10600, Pver_g10619, Pver_g10623, Pver_g10689, Pver_g10868, Pver_g11565, Pver_g11689, Pver_g11896, Pver_g12509, Pver_g12517, Pver_g12740, Pver_g13365, Pver_g13713, Pver_g13775, Pver_g13902, Pver_g14751, Pver_g14752, Pver_g14754, Pver_g14942, Pver_g15082, Pver_g15083, Pver_g16987, Pver_g16988, Pver_g16989, Pver_g17484, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g18086, Pver_g18251, Pver_g18583, Pver_g19144, Pver_g19380, Pver_g19638, Pver_g19710, Pver_g19739, Pver_g19770, Pver_g20028, Pver_g20129, Pver_g20741, Pver_g20882, Pver_g20918, Pver_g20928, Pver_g20935, Pver_g21012, Pver_g21090, Pver_g21312, Pver_g21404, Pver_g21500, Pver_g21607, Pver_g21624, Pver_g21686, Pver_g21788, Pver_g21810, Pver_g21949, Pver_g22114, Pver_g22517, Pver_g22840, Pver_g22841, Pver_g25909, Pver_g26811, Pver_novel_model_525_5de57afd"
"119","intracellular protein transport","GO:0006886","GO:1903638",0.0111847497791046,1,1,1,"positive regulation of protein insertion into mitochondrial outer membrane","BP",1,"Pver_g14"
"120","lipid binding","GO:0008289","GO:0031405",0.0491664732917847,0.99901732787834,1,5,"lipoic acid binding","MF",1,"Pver_g1757, Pver_g3250, Pver_g13135, Pver_g19246, Pver_g22123"
"121","lipid metabolic process","GO:0006629","GO:0006633",0.0125966744765192,0.998603734243501,3,50,"fatty acid biosynthetic process","BP",1,"Pver_g45, Pver_g374, Pver_g501, Pver_g1878, Pver_g3335, Pver_g3867, Pver_g4016, Pver_g4105, Pver_g8561, Pver_g8749, Pver_g9385, Pver_g9579, Pver_g11459, Pver_g11656, Pver_g12369, Pver_g12775, Pver_g12787, Pver_g13624, Pver_g13791, Pver_g18868, Pver_g21335, Pver_g22110, Pver_g23821, Pver_g23874, Pver_g24079, Pver_g24387, Pver_g24583, Pver_g25030, Pver_g25189, Pver_g25691, Pver_novel_model_95_5de57afd, Pver_g3431, Pver_g3491, Pver_g3963, Pver_g11604, Pver_g14375, Pver_g14378, Pver_g19191, Pver_g20043, Pver_g20244, Pver_g23780, Pver_g24315, Pver_g14377, Pver_g17439, Pver_g3965, Pver_g18237, Pver_g18426, Pver_g20003, Pver_g21036, Pver_g21855, Pver_g22357"
