"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"283","Pver_Sc0000001_size2081954",".","gene",1739792,1744290,".","+",".","Pver_g288",4498
"284","Pver_Sc0000001_size2081954",".","gene",1744682,1747569,".","+",".","Pver_g289",2887
"285","Pver_Sc0000001_size2081954",".","gene",1747751,1753209,".","-",".","Pver_g290",5458
"286","Pver_Sc0000001_size2081954",".","gene",1755642,1760426,".","+",".","Pver_g291",4784
"287","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1760752,1764417,".","+",".","Pver_g292",3665
"288","Pver_Sc0000001_size2081954",".","gene",1764945,1774113,".","-",".","Pver_g293",9168
"289","Pver_Sc0000001_size2081954",".","gene",1774358,1787233,".","-",".","Pver_g294",12875
"290","Pver_Sc0000001_size2081954",".","gene",1789782,1798528,".","-",".","Pver_g295",8746
"291","Pver_Sc0000001_size2081954",".","gene",1802406,1812393,".","+",".","Pver_g296",9987
"292","Pver_Sc0000001_size2081954",".","gene",1813542,1817882,".","+",".","Pver_g297",4340
"293","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1819720,1823034,".","-",".","Pver_g298",3314
"294","Pver_Sc0000001_size2081954",".","gene",1823512,1832483,".","+",".","Pver_g299",8971
"295","Pver_Sc0000001_size2081954",".","gene",1842830,1846319,".","+",".","Pver_g300",3489
"296","Pver_Sc0000001_size2081954",".","gene",1846725,1851262,".","-",".","Pver_g301",4537
"297","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1852789,1855802,".","-",".","Pver_g302",3013
"298","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1857690,1862400,".","+",".","Pver_g303",4710
"299","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1863266,1869382,".","-",".","Pver_g304",6116
"300","Pver_Sc0000001_size2081954",".","gene",1869580,1885511,".","+",".","Pver_g305",15931
"301","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1886190,1894031,".","+",".","Pver_g306",7841
"302","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1894110,1909841,".","+",".","Pver_g307",15731
"303","Pver_Sc0000001_size2081954",".","gene",1911536,1924743,".","-",".","Pver_g308",13207
"304","Pver_Sc0000001_size2081954",".","gene",1925887,1938138,".","-",".","Pver_g309",12251
"305","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1938190,1941229,".","+",".","Pver_g310",3039
"306","Pver_Sc0000001_size2081954",".","gene",1945349,1947667,".","-",".","Pver_g311",2318
"307","Pver_Sc0000001_size2081954","AUGUSTUS","gene",1955470,1956884,".","+",".","Pver_g312",1414
"308","Pver_Sc0000001_size2081954",".","gene",1961092,1972346,".","-",".","Pver_g313",11254
"309","Pver_Sc0000001_size2081954",".","gene",1972440,1977930,".","+",".","Pver_g314",5490
"310","Pver_Sc0000001_size2081954",".","gene",1978580,1983118,".","+",".","Pver_g315",4538
"311","Pver_Sc0000001_size2081954",".","gene",1984050,1997353,".","+",".","Pver_g316",13303
"312","Pver_Sc0000001_size2081954",".","gene",1998069,2016840,".","-",".","Pver_g317",18771
"313","Pver_Sc0000001_size2081954",".","gene",2016970,2023663,".","+",".","Pver_g318",6693
"314","Pver_Sc0000001_size2081954","AUGUSTUS","gene",2028680,2058109,".","+",".","Pver_g319",29429
"315","Pver_Sc0000001_size2081954",".","gene",2058292,2069193,".","-",".","Pver_g320",10901
"316","Pver_Sc0000001_size2081954",".","gene",2069250,2072198,".","+",".","Pver_g321",2948
"317","Pver_Sc0000002_size1617595",".","gene",14806,26228,".","-",".","Pver_g322",11422
"318","Pver_Sc0000002_size1617595","AUGUSTUS","gene",28756,33258,".","-",".","Pver_g323",4502
"319","Pver_Sc0000002_size1617595","AUGUSTUS","gene",51876,57182,".","+",".","Pver_g324",5306
"320","Pver_Sc0000002_size1617595",".","gene",60922,63338,".","-",".","Pver_g325",2416
"321","Pver_Sc0000002_size1617595",".","gene",63529,68348,".","-",".","Pver_g326",4819
"322","Pver_Sc0000002_size1617595",".","gene",68398,73265,".","+",".","Pver_g327",4867
"323","Pver_Sc0000002_size1617595","AUGUSTUS","gene",72378,75298,".","-",".","Pver_g328",2920
"324","Pver_Sc0000002_size1617595",".","gene",77513,80114,".","-",".","Pver_g329",2601
"325","Pver_Sc0000002_size1617595","AUGUSTUS","gene",82626,84201,".","+",".","Pver_g330",1575
"326","Pver_Sc0000002_size1617595","AUGUSTUS","gene",141726,147968,".","+",".","Pver_g331",6242
"327","Pver_Sc0000002_size1617595","AUGUSTUS","gene",154496,176762,".","+",".","Pver_g332",22266
"328","Pver_Sc0000002_size1617595",".","gene",190046,196817,".","+",".","Pver_g333",6771
"329","Pver_Sc0000002_size1617595",".","gene",196954,204298,".","-",".","Pver_g334",7344
"330","Pver_Sc0000002_size1617595",".","gene",204436,206539,".","+",".","Pver_g335",2103
"331","Pver_Sc0000002_size1617595",".","gene",207685,215678,".","-",".","Pver_g336",7993
"332","Pver_Sc0000002_size1617595","AUGUSTUS","gene",216066,224786,".","+",".","Pver_g337",8720
"333","Pver_Sc0000002_size1617595","AUGUSTUS","gene",225424,233978,".","-",".","Pver_g338",8554
"334","Pver_Sc0000002_size1617595",".","gene",235328,237728,".","-",".","Pver_g339",2400
"335","Pver_Sc0000002_size1617595",".","gene",241446,245365,".","+",".","Pver_g340",3919
"336","Pver_Sc0000002_size1617595","AUGUSTUS","gene",245919,259248,".","-",".","Pver_g341",13329
"337","Pver_Sc0000002_size1617595",".","gene",265947,270460,".","-",".","Pver_g342",4513
"338","Pver_Sc0000002_size1617595",".","gene",275115,277628,".","-",".","Pver_g343",2513
"339","Pver_Sc0000002_size1617595",".","gene",280117,288828,".","-",".","Pver_g344",8711
"340","Pver_Sc0000002_size1617595",".","gene",291426,310588,".","-",".","Pver_g345",19162
"341","Pver_Sc0000002_size1617595",".","gene",311476,315668,".","+",".","Pver_g346",4192
"342","Pver_Sc0000002_size1617595",".","gene",313260,327328,".","-",".","Pver_g347",14068
"343","Pver_Sc0000002_size1617595",".","gene",329117,331978,".","-",".","Pver_g348",2861
"344","Pver_Sc0000002_size1617595",".","gene",333819,336908,".","-",".","Pver_g349",3089
"345","Pver_Sc0000002_size1617595",".","gene",338708,341488,".","-",".","Pver_g350",2780
"346","Pver_Sc0000002_size1617595",".","gene",342943,346842,".","-",".","Pver_g351",3899
"347","Pver_Sc0000002_size1617595",".","gene",348458,353961,".","-",".","Pver_g352",5503
"348","Pver_Sc0000002_size1617595",".","gene",362149,364028,".","-",".","Pver_g353",1879
"349","Pver_Sc0000002_size1617595","AUGUSTUS","gene",366841,400748,".","-",".","Pver_g354",33907
"350","Pver_Sc0000002_size1617595","AUGUSTUS","gene",401196,404055,".","+",".","Pver_g355",2859
"351","Pver_Sc0000002_size1617595",".","gene",407657,426518,".","+",".","Pver_g356",18861
"352","Pver_Sc0000002_size1617595",".","gene",432930,438990,".","+",".","Pver_g357",6060
"353","Pver_Sc0000002_size1617595","AUGUSTUS","gene",445679,448188,".","+",".","Pver_g358",2509
"354","Pver_Sc0000002_size1617595",".","gene",451320,462337,".","-",".","Pver_g359",11017
"355","Pver_Sc0000002_size1617595",".","gene",462439,465808,".","+",".","Pver_g360",3369
"356","Pver_Sc0000002_size1617595","AUGUSTUS","gene",465872,477781,".","-",".","Pver_g361",11909
"357","Pver_Sc0000002_size1617595","AUGUSTUS","gene",481519,490401,".","+",".","Pver_g362",8882
"358","Pver_Sc0000002_size1617595","AUGUSTUS","gene",500191,509711,".","-",".","Pver_g363",9520
"359","Pver_Sc0000002_size1617595",".","gene",524783,529375,".","+",".","Pver_g364",4592
"360","Pver_Sc0000002_size1617595","AUGUSTUS","gene",539867,541941,".","-",".","Pver_g365",2074
"361","Pver_Sc0000002_size1617595",".","gene",580476,584151,".","-",".","Pver_g366",3675
"362","Pver_Sc0000002_size1617595",".","gene",588789,593132,".","+",".","Pver_g367",4343
"363","Pver_Sc0000002_size1617595","AUGUSTUS","gene",594958,599121,".","-",".","Pver_g368",4163
"364","Pver_Sc0000002_size1617595","AUGUSTUS","gene",600979,618756,".","+",".","Pver_g369",17777
"365","Pver_Sc0000002_size1617595",".","gene",618763,632581,".","-",".","Pver_g370",13818
"366","Pver_Sc0000002_size1617595",".","gene",633067,651614,".","+",".","Pver_g371",18547
"367","Pver_Sc0000002_size1617595","AUGUSTUS","gene",652757,656601,".","-",".","Pver_g372",3844
"368","Pver_Sc0000002_size1617595",".","gene",661617,680761,".","+",".","Pver_g373",19144
"369","Pver_Sc0000002_size1617595",".","gene",681889,689956,".","+",".","Pver_g374",8067
"370","Pver_Sc0000002_size1617595",".","gene",691034,703915,".","+",".","Pver_g375",12881
"371","Pver_Sc0000002_size1617595",".","gene",709279,715436,".","+",".","Pver_g376",6157
"372","Pver_Sc0000002_size1617595","AUGUSTUS","gene",715129,720491,".","-",".","Pver_g377",5362
"373","Pver_Sc0000002_size1617595","AUGUSTUS","gene",723289,743371,".","-",".","Pver_g378",20082
"374","Pver_Sc0000002_size1617595","AUGUSTUS","gene",743599,746312,".","+",".","Pver_g379",2713
"375","Pver_Sc0000002_size1617595",".","gene",747082,751471,".","-",".","Pver_g380",4389
"376","Pver_Sc0000002_size1617595","AUGUSTUS","gene",783989,789303,".","+",".","Pver_g381",5314
"377","Pver_Sc0000002_size1617595",".","gene",798696,805251,".","-",".","Pver_g382",6555
"378","Pver_Sc0000002_size1617595","AUGUSTUS","gene",807229,815592,".","+",".","Pver_g383",8363
"379","Pver_Sc0000002_size1617595",".","gene",831289,846632,".","+",".","Pver_g384",15343
"380","Pver_Sc0000002_size1617595",".","gene",847066,856021,".","-",".","Pver_g385",8955
"381","Pver_Sc0000002_size1617595","AUGUSTUS","gene",857806,867711,".","-",".","Pver_g386",9905
"382","Pver_Sc0000002_size1617595","AUGUSTUS","gene",869269,872063,".","+",".","Pver_g387",2794
"383","Pver_Sc0000002_size1617595",".","gene",877277,879637,".","+",".","Pver_g388",2360
"384","Pver_Sc0000002_size1617595",".","gene",882051,970490,".","-",".","Pver_g389",88439
"385","Pver_Sc0000002_size1617595",".","gene",987217,1011410,".","-",".","Pver_g390",24193
"386","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1012088,1019392,".","+",".","Pver_g391",7304
"387","Pver_Sc0000002_size1617595",".","gene",1022313,1043870,".","-",".","Pver_g392",21557
"388","Pver_Sc0000002_size1617595",".","gene",1056696,1079589,".","+",".","Pver_g393",22893
"389","Pver_Sc0000002_size1617595",".","gene",1081706,1089980,".","-",".","Pver_g394",8274
"390","Pver_Sc0000002_size1617595",".","gene",1091002,1093950,".","-",".","Pver_g395",2948
"391","Pver_Sc0000002_size1617595",".","gene",1112936,1146650,".","-",".","Pver_g396",33714
"392","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1150803,1158470,".","-",".","Pver_g397",7667
"393","Pver_Sc0000002_size1617595",".","gene",1158659,1186788,".","+",".","Pver_g398",28129
"394","Pver_Sc0000002_size1617595",".","gene",1188932,1191007,".","-",".","Pver_g399",2075
"395","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1205318,1207485,".","+",".","Pver_g400",2167
"396","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1235774,1240570,".","-",".","Pver_g401",4796
"397","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1251938,1278627,".","+",".","Pver_g402",26689
"398","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1271550,1273850,".","-",".","Pver_g403",2300
"399","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1280956,1286840,".","-",".","Pver_g404",5884
"400","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1298792,1303961,".","-",".","Pver_g405",5169
"401","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1314896,1319811,".","-",".","Pver_g406",4915
"402","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1331603,1359131,".","-",".","Pver_g407",27528
"403","Pver_Sc0000002_size1617595",".","gene",1370514,1373542,".","+",".","Pver_g408",3028
"404","Pver_Sc0000002_size1617595",".","gene",1375586,1393201,".","-",".","Pver_g409",17615
"405","Pver_Sc0000002_size1617595",".","gene",1393299,1394268,".","+",".","Pver_g410",969
"406","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1394799,1395798,".","+",".","Pver_g411",999
"407","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1396959,1401328,".","+",".","Pver_g412",4369
"408","Pver_Sc0000002_size1617595",".","gene",1401574,1411911,".","-",".","Pver_g413",10337
"409","Pver_Sc0000002_size1617595",".","gene",1412139,1415042,".","+",".","Pver_g414",2903
"410","Pver_Sc0000002_size1617595",".","gene",1416809,1420885,".","+",".","Pver_g415",4076
"411","Pver_Sc0000002_size1617595",".","gene",1422225,1429769,".","+",".","Pver_g416",7544
"412","Pver_Sc0000002_size1617595",".","gene",1432864,1437923,".","-",".","Pver_g417",5059
"413","Pver_Sc0000002_size1617595",".","gene",1439186,1447141,".","-",".","Pver_g418",7955
"414","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1447249,1454227,".","+",".","Pver_g419",6978
"415","Pver_Sc0000002_size1617595",".","gene",1466971,1478013,".","+",".","Pver_g420",11042
"416","Pver_Sc0000002_size1617595",".","gene",1482495,1485798,".","+",".","Pver_g421",3303
"417","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1494179,1498191,".","-",".","Pver_g422",4012
"418","Pver_Sc0000002_size1617595",".","gene",1501137,1511238,".","+",".","Pver_g423",10101
"419","Pver_Sc0000002_size1617595",".","gene",1513390,1521301,".","-",".","Pver_g424",7911
"420","Pver_Sc0000002_size1617595",".","gene",1520608,1526899,".","+",".","Pver_g425",6291
"421","Pver_Sc0000002_size1617595",".","gene",1529213,1532344,".","-",".","Pver_g426",3131
"422","Pver_Sc0000002_size1617595",".","gene",1538422,1556530,".","+",".","Pver_g427",18108
"423","Pver_Sc0000002_size1617595","AUGUSTUS","gene",1560909,1568930,".","+",".","Pver_g428",8021
"424","Pver_Sc0000002_size1617595",".","gene",1573189,1582810,".","+",".","Pver_g429",9621
"425","Pver_Sc0000002_size1617595",".","gene",1584279,1593201,".","-",".","Pver_g430",8922
"426","Pver_Sc0000002_size1617595",".","gene",1598866,1603063,".","+",".","Pver_g431",4197
"427","Pver_Sc0000002_size1617595",".","gene",1609779,1612758,".","+",".","Pver_g432",2979
"428","Pver_Sc0000002_size1617595",".","gene",1613279,1616059,".","+",".","Pver_g433",2780
"429","Pver_Sc0000003_size1576134","AUGUSTUS","gene",2612,4278,".","-",".","Pver_g434",1666
"430","Pver_Sc0000003_size1576134",".","gene",13906,16551,".","+",".","Pver_g435",2645
"431","Pver_Sc0000003_size1576134",".","gene",17115,35232,".","-",".","Pver_g436",18117
"432","Pver_Sc0000003_size1576134","AUGUSTUS","gene",37940,40998,".","-",".","Pver_g437",3058
"433","Pver_Sc0000003_size1576134","AUGUSTUS","gene",41241,47868,".","-",".","Pver_g438",6627
"434","Pver_Sc0000003_size1576134","AUGUSTUS","gene",56529,58608,".","-",".","Pver_g439",2079
"435","Pver_Sc0000003_size1576134",".","gene",78998,91627,".","+",".","Pver_g440",12629
"436","Pver_Sc0000003_size1576134",".","gene",95784,107454,".","+",".","Pver_g441",11670
"437","Pver_Sc0000003_size1576134",".","gene",112264,124163,".","+",".","Pver_g442",11899
"438","Pver_Sc0000003_size1576134",".","gene",123889,128218,".","-",".","Pver_g443",4329
"439","Pver_Sc0000003_size1576134",".","gene",128405,144772,".","-",".","Pver_g444",16367
"440","Pver_Sc0000003_size1576134",".","gene",147497,162566,".","-",".","Pver_g445",15069
"441","Pver_Sc0000003_size1576134","AUGUSTUS","gene",172116,174831,".","+",".","Pver_g446",2715
"442","Pver_Sc0000003_size1576134","AUGUSTUS","gene",179666,185048,".","-",".","Pver_g447",5382
"443","Pver_Sc0000003_size1576134",".","gene",185127,191185,".","+",".","Pver_g448",6058
"444","Pver_Sc0000003_size1576134",".","gene",193080,195517,".","+",".","Pver_g449",2437
"445","Pver_Sc0000003_size1576134","AUGUSTUS","gene",196465,212338,".","-",".","Pver_g450",15873
"446","Pver_Sc0000003_size1576134",".","gene",217200,239495,".","+",".","Pver_g451",22295
"447","Pver_Sc0000003_size1576134",".","gene",241944,248631,".","-",".","Pver_g452",6687
"448","Pver_Sc0000003_size1576134","AUGUSTUS","gene",251586,254950,".","+",".","Pver_g453",3364
"449","Pver_Sc0000003_size1576134",".","gene",257209,258393,".","-",".","Pver_g454",1184
"450","Pver_Sc0000003_size1576134",".","gene",258425,260988,".","+",".","Pver_g455",2563
"451","Pver_Sc0000003_size1576134","AUGUSTUS","gene",264501,266968,".","-",".","Pver_g456",2467
"452","Pver_Sc0000003_size1576134","AUGUSTUS","gene",268656,283642,".","+",".","Pver_g457",14986
"453","Pver_Sc0000003_size1576134","AUGUSTUS","gene",324796,333592,".","+",".","Pver_g458",8796
"454","Pver_Sc0000003_size1576134","AUGUSTUS","gene",341966,355837,".","+",".","Pver_g459",13871
"455","Pver_Sc0000003_size1576134",".","gene",359979,363678,".","-",".","Pver_g460",3699
"456","Pver_Sc0000003_size1576134",".","gene",365699,370098,".","-",".","Pver_g461",4399
"457","Pver_Sc0000003_size1576134",".","gene",372679,376343,".","-",".","Pver_g462",3664
"458","Pver_Sc0000003_size1576134",".","gene",400942,408377,".","-",".","Pver_g463",7435
"459","Pver_Sc0000003_size1576134",".","gene",408956,420468,".","+",".","Pver_g464",11512
"460","Pver_Sc0000003_size1576134","AUGUSTUS","gene",439805,448414,".","+",".","Pver_g465",8609
"461","Pver_Sc0000003_size1576134",".","gene",450325,457397,".","-",".","Pver_g466",7072
"462","Pver_Sc0000003_size1576134",".","gene",464342,467010,".","-",".","Pver_g467",2668
"463","Pver_Sc0000003_size1576134","AUGUSTUS","gene",472375,480987,".","+",".","Pver_g468",8612
"464","Pver_Sc0000003_size1576134","AUGUSTUS","gene",481035,486436,".","+",".","Pver_g469",5401
"465","Pver_Sc0000003_size1576134",".","gene",486828,491317,".","-",".","Pver_g470",4489
"466","Pver_Sc0000003_size1576134","AUGUSTUS","gene",513652,525647,".","-",".","Pver_g471",11995
"467","Pver_Sc0000003_size1576134","AUGUSTUS","gene",531642,558517,".","-",".","Pver_g472",26875
"468","Pver_Sc0000003_size1576134",".","gene",562963,565967,".","-",".","Pver_g473",3004
"469","Pver_Sc0000003_size1576134",".","gene",573605,578627,".","+",".","Pver_g474",5022
"470","Pver_Sc0000003_size1576134","AUGUSTUS","gene",581087,584687,".","-",".","Pver_g475",3600
"471","Pver_Sc0000003_size1576134","AUGUSTUS","gene",588929,592937,".","-",".","Pver_g476",4008
"472","Pver_Sc0000003_size1576134",".","gene",595563,598547,".","-",".","Pver_g477",2984
"473","Pver_Sc0000003_size1576134","AUGUSTUS","gene",599855,610314,".","+",".","Pver_g478",10459
"474","Pver_Sc0000003_size1576134",".","gene",611188,614065,".","-",".","Pver_g479",2877
"475","Pver_Sc0000003_size1576134",".","gene",614484,620171,".","-",".","Pver_g480",5687
"476","Pver_Sc0000003_size1576134",".","gene",623345,629513,".","+",".","Pver_g481",6168
"477","Pver_Sc0000003_size1576134","AUGUSTUS","gene",629984,658137,".","-",".","Pver_g482",28153
"478","Pver_Sc0000003_size1576134",".","gene",658775,663304,".","+",".","Pver_g483",4529
"479","Pver_Sc0000003_size1576134","AUGUSTUS","gene",664095,692227,".","-",".","Pver_g484",28132
"480","Pver_Sc0000003_size1576134",".","gene",694435,697767,".","-",".","Pver_g485",3332
"481","Pver_Sc0000003_size1576134",".","gene",700538,707670,".","-",".","Pver_g486",7132
"482","Pver_Sc0000003_size1576134",".","gene",725253,733397,".","-",".","Pver_g487",8144
"483","Pver_Sc0000003_size1576134",".","gene",745165,750782,".","+",".","Pver_g488",5617
"484","Pver_Sc0000003_size1576134",".","gene",753217,760337,".","+",".","Pver_g489",7120
"485","Pver_Sc0000003_size1576134",".","gene",762019,769854,".","-",".","Pver_g490",7835
"486","Pver_Sc0000003_size1576134",".","gene",772084,805198,".","-",".","Pver_g491",33114
"487","Pver_Sc0000003_size1576134","AUGUSTUS","gene",814637,846237,".","-",".","Pver_g492",31600
"488","Pver_Sc0000003_size1576134",".","gene",846763,849047,".","-",".","Pver_g493",2284
"489","Pver_Sc0000003_size1576134",".","gene",849101,851555,".","+",".","Pver_g494",2454
