"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-524 0.788656576689752 2 7 "GO:0070411" "I-SMAD binding" 0.946239926441081
-590 0.718154532753288 2 10 "GO:0070412" "R-SMAD binding" 0.929304020455051
2253 0.168254315598265 3 10 "GO:0070492" "oligosaccharide binding" 0.530875565355865
-1557 0.296968040374487 2 12 "GO:0070513" "death domain binding" 0.662497505684497
68 0.959251983971225 5 15 "GO:0070530" "K63-linked polyubiquitin modification-dependent protein binding" 0.985151725812078
-2608 0.216627311287261 3 6 "GO:0070551;GO:0090624;GO:0098808" "endoribonuclease activity, cleaving miRNA-paired mRNA" 0.578895065201156
-433 0.722503745141751 3 18 "GO:0070566" "adenylyltransferase activity" 0.932474561086074
-3880 0.0933673560340856 3 5 "GO:0070567" "cytidylyltransferase activity" 0.396733715506962
-2881 0.172276303075467 3 6 "GO:0070568" "guanylyltransferase activity" 0.532225583655851
695 0.742141917045785 3 6 "GO:0070569" "uridylyltransferase activity" 0.939734214480078
-3734 0.0224008943933949 2 10 "GO:0070576" "vitamin D 24-hydroxylase activity" 0.188491736376001
-987 0.45993624537542 3 15 "GO:0070577;GO:0140033" "acetylation-dependent protein binding" 0.788892349568023
-560 0.719320547498437 2 11 "GO:0070628" "proteasome binding" 0.929304020455051
-3721 0.0308582354465549 2 9 "GO:0070643;GO:0030343" "vitamin D 25-hydroxylase activity" 0.228136896740715
908 0.694552598828672 3 5 "GO:0070679" "inositol 1,4,5 trisphosphate binding" 0.917086999014118
-975 0.355921398434314 3 24 "GO:0070717" "poly-purine tract binding" 0.707690276094315
1249 0.553980325706082 2 6 "GO:0070728" "L-leucine binding" 0.832597927823829
-990 0.56588293850244 3 9 "GO:0070740;GO:0070739" "protein-glutamic acid ligase activity" 0.838660809205818
228 0.900619314738579 2 8 "GO:0070742" "C2H2 zinc finger domain binding" 0.979617891589996
1152 0.187912903535546 4 35 "GO:0070851" "growth factor receptor binding" 0.545292676922678
2678 0.170537098294853 4 7 "GO:0070854;GO:0070853" "myosin VI binding" 0.530875565355865
3942 0.0882631103338455 2 5 "GO:0070855;GO:0032028" "myosin VI head/neck binding" 0.381579870022008
1992 0.388933961534102 2 5 "GO:0070883" "pre-miRNA binding" 0.73478070428673
-835 0.410773731693573 2 26 "GO:0070888" "E-box binding" 0.758123525015988
-2599 0.0383027967471166 3 17 "GO:0070891;GO:1904399" "lipoteichoic acid binding" 0.253830450982187
-2434 0.0523135119315003 2 17 "GO:0070976" "TIR domain binding" 0.294215470843738
-1757 0.368683456108933 4 7 "GO:0070990" "snRNP binding" 0.717726241040069
-706 0.737966624645079 3 6 "GO:0071253" "connexin binding" 0.939734214480078
-368 0.873748140062009 2 5 "GO:0071532" "ankyrin repeat binding" 0.973452849424486
-2933 0.164683550981838 2 6 "GO:0071535" "RING-like zinc finger domain binding" 0.529221763079826
4978 0.0001928998993489 4 15 "GO:0071813;GO:0071814" "lipoprotein particle binding" 0.00524933981419666
2789 0.153514069453485 2 7 "GO:0071837" "HMG box domain binding" 0.516696039028967
1858 0.0997757154656291 2 21 "GO:0071889" "14-3-3 protein binding" 0.409970631777627
-526 0.80317369700034 2 6 "GO:0071933" "Arp2/3 complex binding" 0.950190910797903
1278 0.355292661891485 -1 14 "GO:0071936" "obsolete coreceptor activity involved in Wnt signaling pathway" 0.707690276094315
-137 0.844837840069858 6 55 "GO:0071949" "FAD binding" 0.966942936492587
431 0.838120200370476 2 6 "GO:0071987" "WD40-repeat domain binding" 0.963261383667375
971 0.149908343838074 2 59 "GO:0072341" "modified amino acid binding" 0.507369464145134
1089 0.0687549695707099 3 75 "GO:0072349" "modified amino acid transmembrane transporter activity" 0.336521841527472
-241 0.902017448472998 3 7 "GO:0072542" "protein phosphatase activator activity" 0.979787133660345
843 0.356783635936899 3 32 "GO:0080025" "phosphatidylinositol-3,5-bisphosphate binding" 0.707690276094315
40 0.982726213456466 6 8 "GO:0086008" "voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization" 0.991225610342835
-59 0.953543567779398 3 26 "GO:0090482" "vitamin transmembrane transporter activity" 0.985151725812078
4321 0.0406528478096474 2 6 "GO:0090554;GO:0046623" "phosphatidylcholine floppase activity" 0.259522530617507
3125 0.138765391947724 2 6 "GO:0090555" "phosphatidylethanolamine flippase activity" 0.486249140551066
2457 0.288027577618104 6 5 "GO:0090599" "alpha-glucosidase activity" 0.656661803517923
2537 0.0430858801131259 2 17 "GO:0090722" "receptor-receptor interaction" 0.268813856900917
3999 1.18093900460291e-07 1 47 "GO:0090729" "toxin activity" 1.0788721334908e-05
3502 0.0553987833698093 2 8 "GO:0097001" "ceramide binding" 0.308065408391244
-949 0.463102766702211 2 16 "GO:0097027" "ubiquitin-protein transferase activator activity" 0.788892349568023
696 0.741544978592121 2 6 "GO:0097108" "hedgehog family protein binding" 0.939734214480078
1945 0.00790160901915835 2 50 "GO:0097110" "scaffold protein binding" 0.0919492963273442
-128 0.928985663980795 2 13 "GO:0097153" "cysteine-type endopeptidase activity involved in apoptotic process" 0.985151725812078
-453 0.761321778339468 3 12 "GO:0097157" "pre-mRNA intronic binding" 0.939734214480078
-118 0.171947179998107 2 4936 "GO:0097159" "organic cyclic compound binding" 0.532225583655851
-4817 0.0372436401933501 2 5 "GO:0097322" "7SK snRNA binding" 0.252422043725954
-2804 0.125042040963305 2 8 "GO:0097371" "MDM2/MDM4 family protein binding" 0.455659220002238
970 0.595880371583711 -1 8 "GO:0097573" "obsolete glutathione oxidoreductase activity" 0.859223219002893
6 0.994432447170464 3 42 "GO:0097602" "cullin family protein binding" 0.995403963838911
4015 0.082526230832822 3 5 "GO:0097655" "serpin family protein binding" 0.372971905424662
1815 0.43251635889516 6 5 "GO:0097677" "STAT family protein binding" 0.768445014167386
1638 0.40189320327807 2 7 "GO:0097682" "intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity" 0.749608617729246
-2176 0.0212600722769021 2 30 "GO:0097718" "disordered domain specific binding" 0.182494177464146
926 0.612342029386005 3 8 "GO:0098809" "nitrite reductase activity" 0.864907784529952
-2097 0.36451059038556 2 5 "GO:0098879" "structural constituent of postsynaptic specialization" 0.714442228565886
-334 0.838181596312985 2 10 "GO:0098918" "structural constituent of synapse" 0.963261383667375
2008 7.83814603067392e-05 4 104 "GO:0099094" "ligand-gated monoatomic cation channel activity" 0.00257050994185434
2001 0.0186705438426442 3 37 "GO:0099095" "ligand-gated monoatomic anion channel activity" 0.163559079279054
931 0.163582116193926 2 60 "GO:0099106;GO:0016247;GO:0141108" "channel regulator activity" 0.529221763079826
-3330 0.114667268480358 2 6 "GO:0099122" "RNA polymerase II C-terminal domain binding" 0.440418727887021
-631 0.746879840306244 3 7 "GO:0099186" "structural constituent of postsynapse" 0.939734214480078
-919 0.426976813915819 2 20 "GO:0099508" "voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential" 0.765970636592873
1306 0.504087048318832 2 7 "GO:0099528" "G protein-coupled neurotransmitter receptor activity" 0.807928990977176
2954 2.56240656319889e-06 3 68 "GO:0099529;GO:0098960;GO:1904315" "postsynaptic neurotransmitter receptor activity" 0.000150563440696637
2026 0.380841059881317 5 5 "GO:0099579;GO:0099530" "G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential" 0.729433646121065
1828 0.18597941128574 2 14 "GO:0099604" "ligand-gated calcium channel activity" 0.545292676922678
-1001 0.226965218764918 2 39 "GO:0102710" "D-inositol-3-phosphate glycosyltransferase activity" 0.591384079721411
84 0.963470263502332 8 8 "GO:0106018" "phosphatidylinositol-3,5-bisphosphate phosphatase activity" 0.985151725812078
-1102 0.601682716059387 2 6 "GO:0106019" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.861333711746901
272 0.628820505801377 2 85 "GO:0106310" "protein serine kinase activity" 0.870826692221311
2581 0.0109584146843762 2 26 "GO:0120013" "lipid transfer activity" 0.113354294413089
2346 0.116023845188938 2 12 "GO:0120014" "phospholipid transfer activity" 0.442968650736274
3189 0.167853902385621 2 5 "GO:0120019" "phosphatidylcholine transfer activity" 0.530875565355865
2782 0.052448105826718 5 13 "GO:0120020;GO:0120015" "sterol transfer activity" 0.294215470843738
1472 0.420705508697591 3 8 "GO:0120170" "intraciliary transport particle B binding" 0.762765368648857
-510 0.304572739126258 2 109 "GO:0140030" "modification-dependent protein binding" 0.662497505684497
629 0.765600509373136 4 6 "GO:0140031" "phosphorylation-dependent protein binding" 0.939734214480078
-447 0.806824357214634 4 8 "GO:0140036;GO:0140035" "ubiquitin-modified protein reader activity" 0.950190910797903
-2973 0.128154731020128 3 7 "GO:0140078" "class I DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.460421070153774
179 0.10097009304922 2 2625 "GO:0140096" "catalytic activity, acting on a protein" 0.409970631777627
-1005 0.000216145694399676 2 370 "GO:0140097" "catalytic activity, acting on DNA" 0.00564184373749358
-1049 9.4160241220486e-05 2 378 "GO:0140098" "catalytic activity, acting on RNA" 0.00293734020782931
-1639 0.00195016402408909 4 96 "GO:0140101" "catalytic activity, acting on a tRNA" 0.0315729086937968
-1072 0.300121811407102 2 25 "GO:0140103" "catalytic activity, acting on a glycoprotein" 0.662497505684497
-710 0.373725451184418 1 42 "GO:0140104" "molecular carrier activity" 0.723138959250939
64 0.739123522796637 1 756 "GO:0140110" "transcription regulator activity" 0.939734214480078
245 0.832541972788201 2 20 "GO:0140142" "nucleocytoplasmic carrier activity" 0.96108702827996
928 0.446723874115177 4 18 "GO:0140161;GO:0015355" "secondary active monocarboxylate transmembrane transporter activity" 0.780546222668458
-649 0.42200725321832 2 41 "GO:0140296" "general transcription initiation factor binding" 0.762765368648857
-562 0.0669982689113498 4 289 "GO:0140297" "DNA-binding transcription factor binding" 0.332720629455183
268 0.863463021005392 1 11 "GO:0140299" "small molecule sensor activity" 0.970447455066693
2248 0.00913541263043625 3 36 "GO:0140303" "intramembrane lipid transporter activity" 0.104323149592214
-1504 0.515298727040999 2 5 "GO:0140311;GO:0140313" "protein sequestering activity" 0.812891402270511
3400 0.00416226499553737 2 19 "GO:0140326" "ATPase-coupled intramembrane lipid transporter activity" 0.0585004058163989
4038 0.00683394801520914 4 12 "GO:0140328" "floppase activity" 0.0832439953471666
3379 0.0302418602540039 2 11 "GO:0140333;GO:0140327" "flippase activity" 0.226194966461234
2244 1.01185279488284e-05 2 104 "GO:0140359" "ABC-type transporter activity" 0.000479318416538945
1355 0.294575099748073 3 16 "GO:0140375" "immune receptor activity" 0.662497505684497
1708 0.382115483309612 2 7 "GO:0140416" "transcription regulator inhibitor activity" 0.729433646121065
-2201 0.178317025563457 2 10 "GO:0140537" "transcription regulator activator activity" 0.536143529466578
1811 0.068935670430178 -1 27 "GO:0140603" "obsolete ATP hydrolysis activity" 0.336521841527472
-802 1.82479020300197e-05 2 798 "GO:0140640" "catalytic activity, acting on a nucleic acid" 0.00077796888987984
725 0.000728964479416515 1 601 "GO:0140657" "ATP-dependent activity" 0.0152843535930118
222 0.826767054594165 4 26 "GO:0140658" "ATP-dependent chromatin remodeler activity" 0.956954807987273
373 0.156486725375543 2 394 "GO:0140677" "molecular function activator activity" 0.518725261826913
-876 0.631675465006363 1 8 "GO:0140776" "protein-containing complex destabilizing activity" 0.871534972754194
1360 0.278367094537882 5 17 "GO:0140828" "metal cation:monoatomic cation antiporter activity" 0.64609255700969
-1393 0.228415743066753 2 20 "GO:0140938" "histone H3 methyltransferase activity" 0.591384079721411
-2258 0.216802764840777 4 8 "GO:0140939" "histone H4 methyltransferase activity" 0.578895065201156
-871 0.0604222158546687 2 125 "GO:0140993" "histone modifying activity" 0.322065053304187
-1511 0.27437971372933 3 14 "GO:0140994" "RNA polymerase II CTD heptapeptide repeat modifying activity" 0.640386229671192
-1064 0.645330459293362 5 5 "GO:0140996" "histone H3 kinase activity" 0.880872633336403
-1482 0.482486877386497 5 6 "GO:0141050" "histone H3K deacetylase activity" 0.800539796573418
-176 0.910137131609371 4 11 "GO:0141052" "histone H3 demethylase activity" 0.982333663568258
1515 0.0102847365931331 3 77 "GO:0170055;GO:1901618" "lipid transmembrane transporter activity" 0.112428872671942
-1361 0.486286239033052 3 7 "GO:0180030" "inositol phosphate kinase activity" 0.800539796573418
-390 0.7857206699172 2 13 "GO:1900750" "oligopeptide binding" 0.946239926441081
-985 0.240523486738248 2 38 "GO:1901505" "carbohydrate derivative transmembrane transporter activity" 0.600838944410584
3650 0.0617956095231675 2 7 "GO:1901611" "phosphatidylglycerol binding" 0.322065053304187
2664 0.249317057165272 4 5 "GO:1901612" "cardiolipin binding" 0.614405618717501
516 0.16814106316474 2 193 "GO:1901681" "sulfur compound binding" 0.530875565355865
1733 0.00105463735715841 3 96 "GO:1901682" "sulfur compound transmembrane transporter activity" 0.0198364879383177
923 0.0359064436927729 3 139 "GO:1901981" "phosphatidylinositol phosphate binding" 0.245584713813137
4029 0.0814159417129792 2 5 "GO:1902379" "chemoattractant activity involved in axon guidance" 0.369258827840072
1059 0.0747053766326858 2 76 "GO:1902936" "phosphatidylinositol bisphosphate binding" 0.352576297834705
-2125 0.172811324707493 2 11 "GO:1904047" "S-adenosyl-L-methionine binding" 0.532592010363575
-666 0.629800383350049 3 14 "GO:1904680" "peptide transmembrane transporter activity" 0.870826692221311
-231 0.862483150746605 2 15 "GO:1905030" "voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential" 0.970334488626552
2154 0.351480032278876 3 5 "GO:1905394" "retromer complex binding" 0.70682855547906
1184 0.608772448336674 -1 5 "GO:1905538" "obsolete polysome binding" 0.864173098138297
2721 0.239258631633942 3 5 "GO:1990050" "phosphatidic acid transfer activity" 0.60002311737218
2346 0.089565392749801 3 14 "GO:1990244;GO:0140995" "histone H2A kinase activity" 0.38570416608416
-745 0.529968565121421 5 19 "GO:1990380" "K48-linked deubiquitinase activity" 0.821611872473088
731 0.610457409927938 2 13 "GO:1990381" "ubiquitin-specific protease binding" 0.864452013688066
-50 0.956149852530227 3 32 "GO:1990404" "NAD+-protein ADP-ribosyltransferase activity" 0.985151725812078
695 0.703965499128354 4 8 "GO:1990599" "3' overhang single-stranded DNA endodeoxyribonuclease activity" 0.920625637408144
-427 0.853681109495823 2 5 "GO:1990715" "mRNA CDS binding" 0.969567861431265
-1291 0.178993969571719 3 29 "GO:1990756;GO:0140767" "enzyme-substrate adaptor activity" 0.536143529466578
626 0.639480651945483 2 15 "GO:1990825" "sequence-specific mRNA binding" 0.877570551328619
689 0.341876829952079 3 51 "GO:1990841" "promoter-specific chromatin binding" 0.699619780015684
-391 0.865710827825173 2 5 "GO:1990932" "5.8S rRNA binding" 0.971266797182804
693 0.742619579534448 2 6 "GO:1990948;GO:0055105" "ubiquitin ligase inhibitor activity" 0.939734214480078
1234 0.263211888913014 4 22 "GO:2001065" "mannan binding" 0.629472969051029
274 0.0391753647378609 5 1663 "unknown" "unknown" 0.258274698452186
