experiment,percentDEInCat,set_size,term,genes
enriched_vs_control,2.272727273,264,regulation of macromolecule metabolic process,gene_g7; gene_g36; gene_g130; gene_g172; gene_g482; gene_g617; gene_g622; gene_g975; gene_g1039; gene_g1116; gene_g1273; gene_g1288; gene_g1530; gene_g1560; gene_g1584; gene_g1632; gene_g1633; gene_g1681; gene_g1763; gene_g1784; gene_g1859; gene_g1907; gene_g2043; gene_g2249; gene_g2250; gene_g2322; gene_g2368; gene_g2439; gene_g2509; gene_g2723; gene_g2727; gene_g2987; gene_g3043; gene_g3246; gene_g3475; gene_g3589; gene_g3591; gene_g3720; gene_g4086; gene_g4087; gene_g4089; gene_g4092; gene_g4140; gene_g4155; gene_g4419; gene_g4623; gene_g4637; gene_g4687; gene_g4699; gene_g4702; gene_g4703; gene_g4845; gene_g5189; gene_g5390; gene_g5440; gene_g5784; gene_g5929; gene_g6015; gene_g6129; gene_g6703; gene_g6707; gene_g6799; gene_g7083; gene_g7090; gene_g7115; gene_g7217; gene_g7428; gene_g7471; gene_g7482; gene_g7542; gene_g7656; gene_g7763; gene_g7780; gene_g7842; gene_g8059; gene_g8333; gene_g8383; gene_g8615; gene_g8721; gene_g8815; gene_g8822; gene_g8823; gene_g8852; gene_g8890; gene_g9093; gene_g9129; gene_g9155; gene_g9173; gene_g9227; gene_g9289; gene_g9366; gene_g9715; gene_g9811; gene_g10035; gene_g10105; gene_g10218; gene_g10277; gene_g10298; gene_g10644; gene_g10668; gene_g10962; gene_g11009; gene_g11134; gene_g11208; gene_g11211; gene_g11212; gene_g11408; gene_g11439; gene_g11528; gene_g11529; gene_g11531; gene_g11561; gene_g11619; gene_g11754; gene_g12052; gene_g12158; gene_g12371; gene_g12605; gene_g12822; gene_g12910; gene_g12966; gene_g12970; gene_g12985; gene_g13044; gene_g13135; gene_g13173; gene_g13466; gene_g13629; gene_g13746; gene_g13854; gene_g13898; gene_g13974; gene_g13994; gene_g14027; gene_g14034; gene_g14035; gene_g14117; gene_g14338; gene_g14425; gene_g14504; gene_g14608; gene_g14681; gene_g14693; gene_g14733; gene_g14903; gene_g14936; gene_g14954; gene_g14995; gene_g15066; gene_g15311; gene_g15538; gene_g15561; gene_g15716; gene_g15734; gene_g15747; gene_g15824; gene_g15863; gene_g15903; gene_g15910; gene_g15923; gene_g16045; gene_g16046; gene_g16058; gene_g16181; gene_g16201; gene_g16409; gene_g16615; gene_g16616; gene_g16730; gene_g16897; gene_g16961; gene_g17110; gene_g17180; gene_g17190; gene_g17204; gene_g17205; gene_g17230; gene_g17233; gene_g17260; gene_g17308; gene_g17310; gene_g17413; gene_g17415; gene_g17602; gene_g17697; gene_g17750; gene_g17855; gene_g17883; gene_g17890; gene_g18262; gene_g18268; gene_g18316; gene_g18338; gene_g18427; gene_g18630; gene_g19048; gene_g19245; gene_g19246; gene_g19262; gene_g19429; gene_g19488; gene_g19548; gene_g19860; gene_g20135; gene_g20257; gene_g20267; gene_g20336; gene_g20381; gene_g20416; gene_g20506; gene_g20521; gene_g20651; gene_g20745; gene_g21203; gene_g21567; gene_g21690; gene_g21700; gene_g23048; gene_g23049; gene_g23054; gene_g23111; gene_g23115; gene_g23116; gene_g23118; gene_g23141; gene_g23191; gene_g23325; gene_g23381; gene_g23458; gene_g23461; gene_g23684; gene_g24061; gene_g24228; gene_g24265; gene_g24398; gene_g24539; gene_g25112; gene_g25417; gene_g25460; gene_g25640; gene_g25641; gene_g25716; gene_g25803; gene_g25843; gene_g25863; gene_g25884; gene_g25935; gene_g26103; gene_g26104; gene_g26105; gene_g26113; gene_g26174; gene_g26216; gene_g26217; gene_g26287; gene_g26288; gene_g26432; gene_g26535; gene_g26542; gene_g26543; gene_g26631; gene_g26679; gene_g26698; gene_g26735; gene_g26742; gene_26_5de57afd; gene_340_5de57afd
enriched_vs_control,25,4,regulation of macromolecule metabolic process,gene_g15186; gene_g15740; gene_g16851; gene_g23209
enriched_vs_control,2.415458937,207,regulation of macromolecule metabolic process,gene_g28; gene_g195; gene_g424; gene_g461; gene_g665; gene_g709; gene_g983; gene_g1022; gene_g1054; gene_g1076; gene_g1593; gene_g1689; gene_g2130; gene_g2217; gene_g2463; gene_g2537; gene_g2542; gene_g2543; gene_g2544; gene_g2666; gene_g2801; gene_g2934; gene_g2935; gene_g2995; gene_g3008; gene_g3217; gene_g3333; gene_g3416; gene_g3526; gene_g3674; gene_g3747; gene_g4004; gene_g4041; gene_g4087; gene_g4091; gene_g4512; gene_g4763; gene_g4766; gene_g4767; gene_g4768; gene_g4769; gene_g4770; gene_g4771; gene_g4963; gene_g5030; gene_g5098; gene_g5252; gene_g5266; gene_g5286; gene_g5312; gene_g5384; gene_g5403; gene_g5483; gene_g5666; gene_g5767; gene_g5768; gene_g5855; gene_g5934; gene_g6037; gene_g6458; gene_g7018; gene_g7076; gene_g7093; gene_g7231; gene_g7449; gene_g7458; gene_g7589; gene_g7590; gene_g7742; gene_g8136; gene_g8397; gene_g8400; gene_g8451; gene_g8566; gene_g8765; gene_g9108; gene_g9511; gene_g9545; gene_g9572; gene_g9722; gene_g9749; gene_g9788; gene_g10040; gene_g10105; gene_g10271; gene_g10346; gene_g10350; gene_g10564; gene_g10822; gene_g10846; gene_g10862; gene_g10930; gene_g10944; gene_g11029; gene_g11032; gene_g11217; gene_g11570; gene_g11619; gene_g11689; gene_g11937; gene_g12061; gene_g12069; gene_g12134; gene_g12153; gene_g12218; gene_g12361; gene_g12554; gene_g12725; gene_g12898; gene_g12910; gene_g13063; gene_g13167; gene_g13472; gene_g13698; gene_g13977; gene_g14057; gene_g14067; gene_g14489; gene_g14524; gene_g14536; gene_g14604; gene_g14706; gene_g14769; gene_g14903; gene_g15010; gene_g15050; gene_g15117; gene_g15206; gene_g15254; gene_g15446; gene_g15767; gene_g15822; gene_g16070; gene_g16090; gene_g16673; gene_g16873; gene_g16895; gene_g16896; gene_g16933; gene_g17185; gene_g17203; gene_g17382; gene_g17468; gene_g17547; gene_g17595; gene_g17864; gene_g17873; gene_g17890; gene_g17978; gene_g18142; gene_g18254; gene_g18543; gene_g18927; gene_g18962; gene_g18970; gene_g19091; gene_g19326; gene_g19421; gene_g19488; gene_g19545; gene_g19638; gene_g19643; gene_g19689; gene_g19719; gene_g19770; gene_g19826; gene_g19895; gene_g19969; gene_g19973; gene_g20028; gene_g20205; gene_g20425; gene_g20475; gene_g20561; gene_g20579; gene_g20838; gene_g20855; gene_g20949; gene_g21153; gene_g21168; gene_g21233; gene_g22014; gene_g22092; gene_g22662; gene_g22698; gene_g22847; gene_g23051; gene_g23173; gene_g23280; gene_g23527; gene_g23535; gene_g23537; gene_g23602; gene_g24446; gene_g25181; gene_g25592; gene_g25732; gene_g25740; gene_g25757; gene_g25808; gene_g25858; gene_g25863; gene_g25864; gene_g26179; gene_g26440; gene_g26477; gene_g26622; gene_g26733; gene_29_5de57afd; gene_85_5de57afd; gene_146_5de57afd; gene_162_5de57afd; gene_252_5de57afd; gene_317_5de57afd; gene_377_5de57afd; gene_423_5de57afd; gene_559_5de57afd; gene_712_5de57afd
enriched_vs_control,25,4,regulation of reactive oxygen,gene_g100; gene_g5701; gene_g13135; gene_g19246
enriched_vs_control,33.33333333,3,regulation of transport,gene_g13135; gene_g17750; gene_g19246
enriched_vs_control,50,2,reproduction,gene_g2478; gene_g7570
enriched_vs_control,6.25,32,reproduction,gene_g304; gene_g860; gene_g1095; gene_g3835; gene_g4041; gene_g4744; gene_g4764; gene_g4814; gene_g4846; gene_g5008; gene_g6826; gene_g6987; gene_g6988; gene_g6989; gene_g7609; gene_g9300; gene_g10147; gene_g12143; gene_g12195; gene_g12634; gene_g13047; gene_g13740; gene_g14039; gene_g14040; gene_g16603; gene_g17452; gene_g17800; gene_g19247; gene_g19788; gene_g22791; gene_g22883; gene_g24049; gene_407_5de57afd
enriched_vs_control,10,20,reproductive process,gene_g1994; gene_g4522; gene_g5183; gene_g7756; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g11027; gene_g11209; gene_g12240; gene_g12415; gene_g14206; gene_g14998; gene_g15552; gene_g15699; gene_g16549; gene_g23003; gene_g26358
enriched_vs_control,14.28571429,14,reproductive process,gene_g4041; gene_g6069; gene_g8415; gene_g10629; gene_g12634; gene_g15100; gene_g17822; gene_g19928; gene_g20061; gene_g21571; gene_g22737; gene_g23244; gene_g25876; gene_g26362
enriched_vs_control,33.33333333,3,reproductive process,gene_g5294; gene_g19246; gene_g21793
enriched_vs_control,25,4,reproductive process,gene_g630; gene_g1391; gene_g9423; gene_g10013; gene_662_5de57afd
enriched_vs_control,20,5,response to nitrogen compound,gene_g3649; gene_g4843; gene_g7570; gene_g7920; gene_g17430
enriched_vs_control,100,1,response to nitrogen compound,gene_g16604
enriched_vs_control,100,1,response to nitrogen compound,gene_g7570
enriched_vs_control,100,1,response to nitrogen compound,gene_g15943
enriched_vs_control,50,2,response to nutrient levels,gene_g422; gene_g7570
enriched_vs_control,50,2,response to nutrient levels,gene_g7132; gene_g15943
enriched_vs_control,6.666666667,30,response to nutrient levels,gene_g922; gene_g946; gene_g2467; gene_g2504; gene_g2956; gene_g4562; gene_g5784; gene_g6248; gene_g7025; gene_g7033; gene_g7332; gene_g8893; gene_g8933; gene_g8935; gene_g10364; gene_g10619; gene_g10623; gene_g11896; gene_g12509; gene_g12517; gene_g13135; gene_g13365; gene_g14848; gene_g14942; gene_g16606; gene_g17738; gene_g17826; gene_g17827; gene_g19246; gene_g26113; gene_525_5de57afd
enriched_vs_control,15,20,response to stimulus,gene_g6248; gene_g7332; gene_g8055; gene_g8893; gene_g8933; gene_g8935; gene_g10364; gene_g10619; gene_g10623; gene_g11896; gene_g12509; gene_g12511; gene_g12512; gene_g12517; gene_g13365; gene_g14942; gene_g17736; gene_g17738; gene_g17826; gene_g17827; gene_525_5de57afd
enriched_vs_control,100,2,response to stimulus,gene_g1842; gene_g26406
enriched_vs_control,33.33333333,3,response to stimulus,gene_g7050; gene_g9847; gene_g16604
enriched_vs_control,6.818181818,44,response to stimulus,gene_g82; gene_g1184; gene_g1513; gene_g1816; gene_g3913; gene_g3915; gene_g5946; gene_g5947; gene_g5949; gene_g6341; gene_g7598; gene_g8614; gene_g8692; gene_g8693; gene_g8706; gene_g9266; gene_g11061; gene_g11090; gene_g11095; gene_g11478; gene_g13817; gene_g14599; gene_g14660; gene_g15069; gene_g15330; gene_g15334; gene_g16081; gene_g16511; gene_g16518; gene_g16810; gene_g16813; gene_g17533; gene_g17734; gene_g18253; gene_g20572; gene_g20756; gene_g20862; gene_g21266; gene_g21487; gene_g23009; gene_g23170; gene_g23173; gene_g24031; gene_g26304; gene_715_5de57afd
enriched_vs_control,100,1,response to stimulus,gene_g3838
enriched_vs_control,50,2,response to stimulus,gene_g7570; gene_g18536
enriched_vs_control,2.836879433,141,response to stimulus,gene_g62; gene_g82; gene_g255; gene_g466; gene_g481; gene_g663; gene_g1178; gene_g1288; gene_g1325; gene_g1816; gene_g1893; gene_g2045; gene_g2076; gene_g2090; gene_g2339; gene_g2524; gene_g2594; gene_g2759; gene_g2760; gene_g2978; gene_g3363; gene_g3414; gene_g3664; gene_g3685; gene_g3756; gene_g3783; gene_g3913; gene_g4145; gene_g4261; gene_g4263; gene_g4448; gene_g4449; gene_g4518; gene_g4680; gene_g4924; gene_g5207; gene_g5371; gene_g5446; gene_g5512; gene_g5646; gene_g5737; gene_g5759; gene_g5946; gene_g5947; gene_g5949; gene_g6332; gene_g6341; gene_g6450; gene_g6684; gene_g6688; gene_g6923; gene_g7088; gene_g7598; gene_g7982; gene_g8055; gene_g8136; gene_g8692; gene_g8693; gene_g8875; gene_g8894; gene_g9088; gene_g9266; gene_g9530; gene_g9608; gene_g9669; gene_g10536; gene_g10568; gene_g10621; gene_g10622; gene_g10624; gene_g10712; gene_g10825; gene_g11061; gene_g11090; gene_g11095; gene_g11478; gene_g11884; gene_g11932; gene_g12129; gene_g12161; gene_g12741; gene_g12857; gene_g13001; gene_g13366; gene_g14125; gene_g14126; gene_g14254; gene_g14599; gene_g14660; gene_g14787; gene_g15069; gene_g15330; gene_g15334; gene_g15602; gene_g15734; gene_g16338; gene_g16510; gene_g16511; gene_g16518; gene_g16666; gene_g16813; gene_g16871; gene_g17203; gene_g17366; gene_g17466; gene_g17533; gene_g17822; gene_g17855; gene_g18001; gene_g18253; gene_g18595; gene_g18761; gene_g18970; gene_g19065; gene_g19219; gene_g19903; gene_g20256; gene_g20408; gene_g20572; gene_g20756; gene_g20862; gene_g21266; gene_g21487; gene_g21569; gene_g23009; gene_g23170; gene_g23357; gene_g23461; gene_g23560; gene_g23842; gene_g24031; gene_g24551; gene_g24735; gene_g25305; gene_g25581; gene_g25751; gene_g26304; gene_g26350; gene_g26660; gene_g26703; gene_g26742; gene_252_5de57afd; gene_274_5de57afd; gene_423_5de57afd; gene_432_5de57afd; gene_559_5de57afd; gene_597_5de57afd; gene_700_5de57afd
enriched_vs_control,25,4,response to stimulus,gene_g864; gene_g13135; gene_g16790; gene_g19246
enriched_vs_control,50,2,response to stimulus,gene_g13135; gene_g19246
enriched_vs_control,4.347826087,69,response to stress,gene_g316; gene_g503; gene_g830; gene_g950; gene_g1081; gene_g1082; gene_g1153; gene_g1414; gene_g1618; gene_g1892; gene_g1942; gene_g2509; gene_g2515; gene_g3034; gene_g3099; gene_g3152; gene_g3360; gene_g3417; gene_g3746; gene_g5329; gene_g5361; gene_g5826; gene_g6301; gene_g6433; gene_g7130; gene_g7167; gene_g7599; gene_g8244; gene_g9410; gene_g9427; gene_g10792; gene_g10867; gene_g11041; gene_g11421; gene_g11516; gene_g11517; gene_g11518; gene_g11519; gene_g11524; gene_g11531; gene_g11721; gene_g11886; gene_g12440; gene_g12769; gene_g13136; gene_g13279; gene_g14372; gene_g14703; gene_g14863; gene_g15844; gene_g16163; gene_g16307; gene_g16315; gene_g16711; gene_g18735; gene_g20611; gene_g20973; gene_g23580; gene_g23645; gene_g23801; gene_g23984; gene_g24298; gene_g24367; gene_g25052; gene_g25514; gene_g26228; gene_g26232; gene_g4587; gene_g10747
enriched_vs_control,2.985074627,134,response to stress,gene_g264; gene_g407; gene_g456; gene_g478; gene_g542; gene_g549; gene_g1260; gene_g1261; gene_g1296; gene_g1316; gene_g1361; gene_g1539; gene_g1805; gene_g2105; gene_g2997; gene_g3275; gene_g3642; gene_g3645; gene_g4307; gene_g4388; gene_g4418; gene_g4761; gene_g4762; gene_g5059; gene_g5108; gene_g5109; gene_g5267; gene_g5292; gene_g5487; gene_g5697; gene_g5826; gene_g6426; gene_g6433; gene_g6651; gene_g7074; gene_g7253; gene_g7339; gene_g7385; gene_g7418; gene_g7423; gene_g7429; gene_g7679; gene_g7680; gene_g7950; gene_g8165; gene_g8543; gene_g8799; gene_g8893; gene_g8935; gene_g8977; gene_g9017; gene_g9343; gene_g9567; gene_g9964; gene_g10059; gene_g10198; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345; gene_g10551; gene_g10552; gene_g10620; gene_g10623; gene_g10696; gene_g10867; gene_g11274; gene_g11524; gene_g11528; gene_g11598; gene_g11606; gene_g11896; gene_g11931; gene_g12393; gene_g12425; gene_g12509; gene_g12517; gene_g12560; gene_g12840; gene_g12985; gene_g13021; gene_g13135; gene_g13173; gene_g13365; gene_g13394; gene_g13773; gene_g13816; gene_g13929; gene_g14414; gene_g14732; gene_g14785; gene_g14863; gene_g14942; gene_g14977; gene_g15290; gene_g15326; gene_g15389; gene_g15655; gene_g15804; gene_g16045; gene_g16046; gene_g16315; gene_g16818; gene_g17177; gene_g17636; gene_g17637; gene_g17800; gene_g17802; gene_g17826; gene_g18031; gene_g18149; gene_g18155; gene_g18857; gene_g19066; gene_g19246; gene_g19389; gene_g19525; gene_g20257; gene_g20419; gene_g20552; gene_g20611; gene_g20893; gene_g22958; gene_g23230; gene_g24266; gene_g25069; gene_g25715; gene_g25825; gene_g25929; gene_g25935; gene_g26337; gene_g26453; gene_525_5de57afd
enriched_vs_control,20,5,RNA binding,gene_g1156; gene_g1157; gene_g9496; gene_g10921; gene_g16619
enriched_vs_control,50,2,signaling,gene_g13279; gene_g18735
enriched_vs_control,50,2,signaling,gene_g8543; gene_g12511
enriched_vs_control,2.491103203,281,signaling,gene_g82; gene_g336; gene_g389; gene_g953; gene_g1260; gene_g1261; gene_g1288; gene_g1689; gene_g1767; gene_g1882; gene_g2076; gene_g2303; gene_g2653; gene_g3416; gene_g3604; gene_g3885; gene_g3932; gene_g3953; gene_g4729; gene_g4838; gene_g4963; gene_g5124; gene_g5456; gene_g5524; gene_g5947; gene_g6053; gene_g6174; gene_g6316; gene_g6349; gene_g6437; gene_g6501; gene_g6586; gene_g6710; gene_g6957; gene_g7357; gene_g7456; gene_g7459; gene_g7464; gene_g7486; gene_g7589; gene_g7590; gene_g7598; gene_g7854; gene_g8082; gene_g8270; gene_g8316; gene_g8331; gene_g8478; gene_g8479; gene_g8480; gene_g8489; gene_g8743; gene_g8774; gene_g8775; gene_g9026; gene_g9205; gene_g9266; gene_g9299; gene_g9347; gene_g9364; gene_g9445; gene_g9848; gene_g9989; gene_g10167; gene_g10712; gene_g11090; gene_g11217; gene_g11467; gene_g11715; gene_g11895; gene_g12366; gene_g12686; gene_g12865; gene_g12926; gene_g13001; gene_g13406; gene_g13422; gene_g13607; gene_g13686; gene_g13784; gene_g14599; gene_g14604; gene_g14655; gene_g14768; gene_g14792; gene_g15069; gene_g15079; gene_g15164; gene_g15208; gene_g15254; gene_g15311; gene_g15330; gene_g15695; gene_g15928; gene_g16081; gene_g16398; gene_g16430; gene_g16518; gene_g16830; gene_g17055; gene_g17089; gene_g17232; gene_g17533; gene_g17584; gene_g17594; gene_g17595; gene_g17606; gene_g17983; gene_g18245; gene_g18253; gene_g18255; gene_g18427; gene_g18646; gene_g18961; gene_g18970; gene_g18984; gene_g19182; gene_g19607; gene_g19643; gene_g19706; gene_g20014; gene_g20362; gene_g20394; gene_g20703; gene_g20725; gene_g21374; gene_g21487; gene_g21569; gene_g22014; gene_g22737; gene_g22871; gene_g22878; gene_g22880; gene_g22900; gene_g23173; gene_g23434; gene_g23461; gene_g23560; gene_g24031; gene_g25146; gene_g25613; gene_g25616; gene_g25842; gene_g26304; gene_g26577; gene_g26797; gene_96_5de57afd; gene_177_5de57afd; gene_199_5de57afd; gene_203_5de57afd; gene_559_5de57afd; gene_g252; gene_g1013; gene_g1763; gene_g2525; gene_g3174; gene_g3659; gene_g3660; gene_g3695; gene_g3771; gene_g3772; gene_g3926; gene_g4012; gene_g4304; gene_g4319; gene_g4690; gene_g4923; gene_g5102; gene_g5360; gene_g5579; gene_g5905; gene_g6409; gene_g6911; gene_g6955; gene_g7032; gene_g7034; gene_g7036; gene_g7493; gene_g8186; gene_g8217; gene_g8299; gene_g8330; gene_g8337; gene_g8553; gene_g9196; gene_g9200; gene_g9483; gene_g9594; gene_g9845; gene_g10611; gene_g10612; gene_g10613; gene_g10614; gene_g10674; gene_g10910; gene_g10955; gene_g10958; gene_g10988; gene_g11251; gene_g11252; gene_g11254; gene_g11395; gene_g11714; gene_g12173; gene_g12647; gene_g12989; gene_g13470; gene_g13471; gene_g13815; gene_g14436; gene_g14554; gene_g14555; gene_g14597; gene_g14598; gene_g14710; gene_g14960; gene_g15161; gene_g15439; gene_g15440; gene_g15796; gene_g15797; gene_g15798; gene_g16000; gene_g16083; gene_g16309; gene_g16831; gene_g17054; gene_g17237; gene_g17380; gene_g17381; gene_g17532; gene_g17582; gene_g17715; gene_g17792; gene_g17868; gene_g18425; gene_g18645; gene_g18647; gene_g18924; gene_g18935; gene_g19332; gene_g19510; gene_g19585; gene_g19914; gene_g20476; gene_g20834; gene_g20921; gene_g20931; gene_g20977; gene_g21055; gene_g21108; gene_g23169; gene_g23625; gene_g24094; gene_g25741; gene_g25765; gene_g25766; gene_g25768; gene_g25956; gene_g25961; gene_g25982; gene_g5101; gene_g7788; gene_g10374; gene_g15053; gene_g17903; gene_g20426; gene_g21061; gene_g25955; gene_g25957; gene_g25959; gene_g26176; gene_g2527; gene_g9138; gene_g9139; gene_g9194; gene_g10707; gene_g16077; gene_g16947; gene_g17025; gene_g18203; gene_g19327; gene_g19423; gene_g20591; gene_g20951; gene_g21314
enriched_vs_control,7.692307692,39,signaling,gene_g764; gene_g1389; gene_g1509; gene_g1626; gene_g1670; gene_g1861; gene_g2467; gene_g2915; gene_g3082; gene_g4375; gene_g4420; gene_g4635; gene_g5053; gene_g5711; gene_g5784; gene_g6352; gene_g6651; gene_g6744; gene_g7104; gene_g8541; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345; gene_g10558; gene_g11207; gene_g11630; gene_g13135; gene_g13168; gene_g13897; gene_g14771; gene_g17406; gene_g17636; gene_g18864; gene_g19246; gene_g24541; gene_g24924; gene_g25970; gene_133_5de57afd; gene_split_gene_g1652-g1652; gene_582_5de57afd
enriched_vs_control,20,5,signaling,gene_g19; gene_g2643; gene_g7747; gene_g13943; gene_g13944
enriched_vs_control,100,1,signaling,gene_g15943
enriched_vs_control,20,5,signaling,gene_g2643; gene_g7747; gene_g13699; gene_g13943; gene_g13944
enriched_vs_control,33.33333333,3,signaling,gene_g2643; gene_g7747; gene_g13944
enriched_vs_control,7.142857143,28,signaling,gene_g316; gene_g1966; gene_g3156; gene_g3389; gene_g4569; gene_g4570; gene_g4571; gene_g5239; gene_g5500; gene_g7673; gene_g7787; gene_g9614; gene_g12375; gene_g13370; gene_g13712; gene_g14272; gene_g15701; gene_g15943; gene_g16315; gene_g17154; gene_g17881; gene_g18302; gene_g18479; gene_g18620; gene_g20488; gene_g20611; gene_g25577; gene_g26210; gene_582_5de57afd
enriched_vs_control,7.5,40,signaling,gene_g97; gene_g288; gene_g354; gene_g2049; gene_g2249; gene_g2250; gene_g3838; gene_g4013; gene_g5229; gene_g6259; gene_g8771; gene_g8852; gene_g8938; gene_g8939; gene_g8940; gene_g8957; gene_g9354; gene_g9593; gene_g9649; gene_g10243; gene_g10797; gene_g13044; gene_g13893; gene_g13899; gene_g14844; gene_g15715; gene_g15977; gene_g16188; gene_g16214; gene_g16622; gene_g18444; gene_g18850; gene_g24432; gene_g25968; gene_g11247; gene_g11835; gene_g20943; gene_g22145; gene_g22190; gene_g24030
enriched_vs_control,6.666666667,30,signaling,gene_g1581; gene_g2856; gene_g3077; gene_g3126; gene_g3654; gene_g3655; gene_g4646; gene_g5118; gene_g5436; gene_g5466; gene_g6369; gene_g7352; gene_g7679; gene_g7680; gene_g7825; gene_g8615; gene_g11226; gene_g11939; gene_g12556; gene_g13572; gene_g14079; gene_g15302; gene_g18262; gene_g18391; gene_g3656; gene_g4008; gene_g4375; gene_g13481; gene_g18259; gene_g1738
enriched_vs_control,33.33333333,3,signaling,gene_g752; gene_g5785; gene_g7570
enriched_vs_control,33.33333333,3,signaling,gene_g4687; gene_g4852; gene_g7570
enriched_vs_control,25,4,signaling,gene_g630; gene_g939; gene_g4776; gene_g10867; gene_662_5de57afd
enriched_vs_control,33.33333333,3,signaling,gene_g2987; gene_g7429; gene_g15943
enriched_vs_control,33.33333333,3,signaling,gene_g7570; gene_g8727; gene_g16052
enriched_vs_control,100,1,signaling,gene_g12511
enriched_vs_control,100,1,signaling,gene_g7570
enriched_vs_control,20,5,signaling,gene_g5777; gene_g15039; gene_g15186; gene_g15740; gene_g17894
enriched_vs_control,50,4,signaling,gene_g8055; gene_g12511; gene_g12512; gene_g17736
enriched_vs_control,25,4,signaling,gene_g373; gene_g14911; gene_g20488; gene_g25577
enriched_vs_control,50,2,sulfur compound metabolic process,gene_g18067; gene_g26687
enriched_vs_control,7.692307692,39,sulfur compound metabolic process,gene_g134; gene_g1081; gene_g1082; gene_g1842; gene_g2049; gene_g4037; gene_g4639; gene_g4640; gene_g4659; gene_g4723; gene_g4726; gene_g4727; gene_g4729; gene_g5812; gene_g7239; gene_g10384; gene_g11421; gene_g11886; gene_g12568; gene_g12570; gene_g15426; gene_g17291; gene_g17295; gene_g18342; gene_g18766; gene_g18767; gene_g20227; gene_g22523; gene_g23070; gene_g23389; gene_g23646; gene_g24115; gene_g26260; gene_g26406; gene_g26630; gene_g1606; gene_g2113; gene_g23754; gene_g25086
enriched_vs_control,66.66666667,3,sulfur compound metabolic process,gene_g1842; gene_g26064; gene_g26406
enriched_vs_control,20,5,sulfur compound metabolic process,gene_g846; gene_g6024; gene_g14739; gene_g18546; gene_g26588
enriched_vs_control,50,4,sulfur compound metabolic process,gene_g1842; gene_g2802; gene_g22974; gene_g26406
enriched_vs_control,20,5,telomere organization,gene_g187; gene_g2644; gene_g9387; gene_g14278; gene_g23023; gene_417_5de57afd
enriched_vs_control,20,5,telomere organization,gene_g187; gene_g795; gene_g2644; gene_g8355; gene_g9387
enriched_vs_control,33.33333333,3,transmembrane transport,gene_g24160; gene_g24575; gene_g10341
enriched_vs_control,33.33333333,6,transmembrane transport,gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345
enriched_vs_control,14.28571429,14,transmembrane transport,gene_g2871; gene_g2872; gene_g2873; gene_g5841; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345; gene_g18506; gene_g24661; gene_g25237; gene_g25954
enriched_vs_control,4.054054054,74,transmembrane transport,gene_g82; gene_g913; gene_g953; gene_g1184; gene_g2294; gene_g3683; gene_g3913; gene_g3915; gene_g4074; gene_g5446; gene_g5946; gene_g5947; gene_g5948; gene_g5949; gene_g6331; gene_g6349; gene_g6437; gene_g6648; gene_g6764; gene_g6795; gene_g7598; gene_g8706; gene_g8743; gene_g8744; gene_g9266; gene_g9377; gene_g9590; gene_g10381; gene_g11090; gene_g11095; gene_g11497; gene_g11942; gene_g12231; gene_g12616; gene_g12751; gene_g12856; gene_g12882; gene_g13600; gene_g13606; gene_g13607; gene_g14311; gene_g14660; gene_g14662; gene_g15069; gene_g15089; gene_g15330; gene_g15334; gene_g16081; gene_g16510; gene_g16518; gene_g16810; gene_g16814; gene_g16815; gene_g17533; gene_g17585; gene_g17672; gene_g17780; gene_g18253; gene_g19903; gene_g19978; gene_g20362; gene_g20548; gene_g21381; gene_g21487; gene_g21569; gene_g23173; gene_g23560; gene_g24031; gene_g24772; gene_g24948; gene_g25108; gene_g26304; gene_g26305; gene_g8432
enriched_vs_control,50,2,transport,gene_g13279; gene_g18735
enriched_vs_control,10,30,transport,gene_g1039; gene_g2066; gene_g2542; gene_g2867; gene_g3556; gene_g7083; gene_g9425; gene_g10268; gene_g12061; gene_g12831; gene_g13135; gene_g14500; gene_g16577; gene_g16615; gene_g16616; gene_g17072; gene_g18022; gene_g18497; gene_g18799; gene_g18817; gene_g19246; gene_g20008; gene_g20394; gene_g20485; gene_g23026; gene_g25600; gene_g25760; gene_g25761; gene_g26515; gene_g26520
enriched_vs_control,13.04347826,23,transport,gene_g240; gene_g814; gene_g815; gene_g1039; gene_g1126; gene_g3490; gene_g3556; gene_g3616; gene_g6598; gene_g6822; gene_g6893; gene_g7083; gene_g7987; gene_g8062; gene_g9281; gene_g10331; gene_g14374; gene_g14376; gene_g16226; gene_g16615; gene_g16616; gene_g18381; gene_g19192; gene_500_5de57afd
enriched_vs_control,33.33333333,3,transport,gene_g5052; gene_g13279; gene_g18735
enriched_vs_control,20,10,transport,gene_g2345; gene_g3800; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345; gene_g22816; gene_g22817
