Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M20211020A084FC58F6BBA219896F365D15F2EB44240118W
A0A3M6TET4	A0A3M6TET4_POCDA	unreviewed	pdam_00018497	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	748	extracellular matrix structural constituent [GO:0005201]	GO:0005201	RMX39890.1
A0A3M6TEZ0	A0A3M6TEZ0_POCDA	unreviewed	pdam_00018496	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BTB domain-containing protein	393	cytoplasm [GO:0005737]	GO:0005737	RMX39889.1
A0A2B4RMT8	A0A2B4RMT8_STYPI	unreviewed	Btbd6 AWC38_SpisGene17830	Stylophora pistillata (Smooth cauliflower coral)	BTB/POZ domain-containing protein 6	943	cytoplasm [GO:0005737]	GO:0005737	PFX17830.1
A0A2B4RJN4	A0A2B4RJN4_STYPI	unreviewed	Btbd6 AWC38_SpisGene17831	Stylophora pistillata (Smooth cauliflower coral)	BTB/POZ domain-containing protein 6	851	cytoplasm [GO:0005737]	GO:0005737	PFX17831.1
A0A3M6U5D3	A0A3M6U5D3_POCDA	unreviewed	pdam_00008335	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	212	lysosomal membrane [GO:0005765]	GO:0005765	RMX48902.1
A0A3M6T6X9	A0A3M6T6X9_POCDA	unreviewed	pdam_00016436	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1408	zinc ion binding [GO:0008270]	GO:0008270	RMX37063.1
A0A3M6USQ4	A0A3M6USQ4_POCDA	unreviewed	pdam_00024549	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4371 domain-containing protein	388			RMX56692.1
A0A2B4S7R9	A0A2B4S7R9_STYPI	unreviewed	SCOP2 AWC38_SpisGene10779	Stylophora pistillata (Smooth cauliflower coral)	Rhodopsin, G0-coupled	615	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	PFX24618.1
A0A3M6V3T1	A0A3M6V3T1_POCDA	unreviewed	pdam_00025153	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	542	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0005737; GO:0007165; GO:0008270; GO:0042981	RMX60238.1
A0A3M6TDM6	A0A3M6TDM6_POCDA	unreviewed	pdam_00006093	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	203			RMX39537.1
A0A3M6V543	A0A3M6V543_POCDA	unreviewed	pdam_00020655	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	89			RMX61066.1
A0A2B4R0T7	A0A2B4R0T7_STYPI	unreviewed	TTC28 AWC38_SpisGene24106	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	1005			PFX12004.1
A0A3M6UV52	A0A3M6UV52_POCDA	unreviewed	pdam_00005797	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1302	cell adhesion [GO:0007155]	GO:0007155	RMX57552.1
A0A3M6TVW5	A0A3M6TVW5_POCDA	unreviewed	pdam_00015711	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	972	cytoplasm [GO:0005737]; TIR domain binding [GO:0070976]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]	GO:0002755; GO:0005737; GO:0043123; GO:0070976	RMX45414.1
A0A3M6TPM4	A0A3M6TPM4_POCDA	unreviewed	pdam_00009705	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	295			RMX43208.1
A0A3M6TPA4	A0A3M6TPA4_POCDA	unreviewed	pdam_00009707	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	523	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; extracellular ligand-gated ion channel activity [GO:0005230]; GABA-A receptor activity [GO:0004890]	GO:0004890; GO:0005230; GO:0005886; GO:0016021	RMX43210.1
A0A3M6TPC7	A0A3M6TPC7_POCDA	unreviewed	pdam_00009709	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	469			RMX43206.1
A0A3M6TP48	A0A3M6TP48_POCDA	unreviewed	pdam_00009721	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	789	integral component of membrane [GO:0016021]	GO:0016021	RMX43193.1
A0A3M6U527	A0A3M6U527_POCDA	unreviewed	pdam_00019411	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Apple domain-containing protein	385			RMX48558.1
A0A3M6U4G4	A0A3M6U4G4_POCDA	unreviewed	pdam_00019415	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	980			RMX48562.1
A0A2B4RT98	A0A2B4RT98_STYPI	unreviewed	AWC38_SpisGene13848	Stylophora pistillata (Smooth cauliflower coral)	Integrase catalytic domain-containing protein	642	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX21664.1
A0A3M6UV97	A0A3M6UV97_POCDA	unreviewed	pdam_00024818	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	281			RMX57591.1
A0A2B4S3L6	A0A2B4S3L6_STYPI	unreviewed	TTC28 AWC38_SpisGene11783	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	2389			PFX23639.1
A0A3M6UQT1	A0A3M6UQT1_POCDA	unreviewed	pdam_00023994	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	HEPN_DZIP3 domain-containing protein	390			RMX55969.1
A0A2B4SC45	A0A2B4SC45_STYPI	unreviewed	AWC38_SpisGene7019	Stylophora pistillata (Smooth cauliflower coral)	YqaJ domain-containing protein	369			PFX28254.1
A0A3M6TKA0	A0A3M6TKA0_POCDA	unreviewed	pdam_00019856	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	392	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0046872	RMX41708.1
A0A3M6TJZ2	A0A3M6TJZ2_POCDA	unreviewed	pdam_00019855	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F2_4 domain-containing protein	656	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX41705.1
A0A0M8ZY43	A0A0M8ZY43_9HYME	unreviewed	WN51_03240	Melipona quadrifasciata	Actin, indirect flight muscle	804			KOX71963.1
A0A482ZRU6	A0A482ZRU6_9GAMM	unreviewed	SPONL_2116	uncultured SUP05 cluster bacterium	Integrase catalytic domain-containing protein	370	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	SMN01519.1
A0A2B4RXR3	A0A2B4RXR3_STYPI	unreviewed	POGK AWC38_SpisGene13079 AWC38_SpisGene15430 AWC38_SpisGene16979 AWC38_SpisGene18190 AWC38_SpisGene19288 AWC38_SpisGene22382 AWC38_SpisGene2255 AWC38_SpisGene2283 AWC38_SpisGene8669	Stylophora pistillata (Smooth cauliflower coral)	Pogo transposable element with KRAB domain	416	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	GO:0003677; GO:0004803; GO:0006313	PFX13527.1
A0A2B4SK29	A0A2B4SK29_STYPI	unreviewed	Rnf213 AWC38_SpisGene5520	Stylophora pistillata (Smooth cauliflower coral)	E3 ubiquitin-protein ligase RNF213	5241	ATPase activity [GO:0016887]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0016887; GO:0046872	PFX29726.1
A0A2B4SGA4	A0A2B4SGA4_STYPI	unreviewed	AWC38_SpisGene5522	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	317			PFX29724.1
A0A2B4RA49	A0A2B4RA49_STYPI	unreviewed	aldh8a1 AWC38_SpisGene21315	Stylophora pistillata (Smooth cauliflower coral)	Aldehyde dehydrogenase family 8 member A1	660	calcium ion binding [GO:0005509]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0005509; GO:0016620	PFX14521.1
A0A3M6U0Q3	A0A3M6U0Q3_POCDA	unreviewed	pdam_00023707	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	861	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX47206.1
A0A3M6U016	A0A3M6U016_POCDA	unreviewed	pdam_00009588	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	600			RMX47013.1
A0A3M6U354	A0A3M6U354_POCDA	unreviewed	pdam_00002640	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	3193	NAD+ ADP-ribosyltransferase activity [GO:0003950]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0003950	RMX48051.1
A0A3M6TBI8	A0A3M6TBI8_POCDA	unreviewed	pdam_00018519	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein (Fragment)	259			RMX38752.1
A0A3M6UDZ6	A0A3M6UDZ6_POCDA	unreviewed	pdam_00021482	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	350			RMX51648.1
A0A3M6UI47	A0A3M6UI47_POCDA	unreviewed	pdam_00020637	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	730			RMX53204.1
A0A2B4RKY2	A0A2B4RKY2_STYPI	unreviewed	TTC28 AWC38_SpisGene18694	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	1382			PFX17018.1
A0A2B4RX96	A0A2B4RX96_STYPI	unreviewed	AWC38_SpisGene14572	Stylophora pistillata (Smooth cauliflower coral)	DUF5641 domain-containing protein	1478			PFX20948.1
A0A3M6UV88	A0A3M6UV88_POCDA	unreviewed	pdam_00025195	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1200	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411; GO:0016021	RMX57592.1
A0A2B4R917	A0A2B4R917_STYPI	unreviewed	AWC38_SpisGene22257	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	874	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	GO:0005576; GO:0006869; GO:0008289; GO:0016021; GO:0042157	PFX13646.1
A0A3M6TY10	A0A3M6TY10_POCDA	unreviewed	pdam_00000519	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	142			RMX46272.1
A0A3M6TYS5	A0A3M6TYS5_POCDA	unreviewed	pdam_00000521	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UPAR/Ly6 domain-containing protein	138			RMX46418.1
A0A3M6TXZ5	A0A3M6TXZ5_POCDA	unreviewed	pdam_00000535	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RRM domain-containing protein	370	nucleus [GO:0005634]; RNA binding [GO:0003723]	GO:0003723; GO:0005634	RMX46252.1
A0A3M6TRN1	A0A3M6TRN1_POCDA	unreviewed	pdam_00023379	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	124			RMX43999.1
A0A3M6TXK8	A0A3M6TXK8_POCDA	unreviewed	pdam_00009372	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	137			RMX46110.1
A0A3M6TXV9	A0A3M6TXV9_POCDA	unreviewed	pdam_00009373	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	170	integral component of membrane [GO:0016021]	GO:0016021	RMX46109.1
A0A2B4SRF5	A0A2B4SRF5_STYPI	unreviewed	K02A2.6 AWC38_SpisGene4151	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	1145	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX31077.1
A0A2B4R4H9	A0A2B4R4H9_STYPI	unreviewed	RTase AWC38_SpisGene22692	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon BS	773	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX13244.1
A0A2B4SW09	A0A2B4SW09_STYPI	unreviewed	GART AWC38_SpisGene1005	Stylophora pistillata (Smooth cauliflower coral)	Trifunctional purine biosynthetic protein adenosine-3	474	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; DNA integration [GO:0015074]; purine nucleobase biosynthetic process [GO:0009113]	GO:0003676; GO:0004637; GO:0004641; GO:0005524; GO:0006189; GO:0009113; GO:0015074; GO:0046872	PFX34061.1
A0A3M6T7R4	A0A3M6T7R4_POCDA	unreviewed	pdam_00022214	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	370	signal transduction [GO:0007165]	GO:0007165	RMX37422.1
